Basho,All,All Japanese,Aichi,Akita,Aomori,Chiba,Ehime,Fukui,Fukuoka,Fukushima,Gifu,Gunma,Hiroshima,Hokkaido,Hyogo,Ibaraki,Ishikawa,Iwate,Kagawa,Kagoshima,Kanagawa,Kochi,Kumamoto,Kyoto,Mie,Miyagi,Miyazaki,Nagano,Nagasaki,Nara,Niigata,Oita,Okayama,Okinawa,Osaka,Saga,Saitama,Shiga,Shimane,Shizuoka,Tochigi,Tokushima,Tokyo,Tottori,Toyama,Wakayama,Yamagata,Yamaguchi,Yamanashi,Awa,Chikuzen,Dewa,Echigo,Edo,Esshu,Etchu,Harima,Hizen,Hoki,Iburi,Ishikari,Izu,Kaga,Kawachi,Kyushu,Musashi,Mutsu,Nanbu,Odawara,Osaka (old),Oshu,Owari,Rikuchu,Sachalin,Sagami,Sattsu,Sendai,Sesshu,Shimousa,Shinano,Shiribe,Tosa,Ugo,All Foreigners,Argentina,Brazil,Bulgaria,Canada,China,Czech,Egypt,Estonia,Georgia,Great Britain,Hong Kong,Hungary,Indonesia,Kazakhstan,Korea,Mongolia,Paraguay,Philippines,Russia,Sri Lanka,Taiwan,Tonga,U.S.A.,Ukraine,Western Samoa
1841.11,44-44-,44-44-201,0-0-1,0-0-2,1-1-3,6-6-4,0-0-5,,0-0-7,0-0-8,0-0-9,0-0-10,0-0-11,0-0-12,0-0-13,0-0-14,0-0-15,1-1-16,1-1-17,0-0-18,0-0-19,,3-3-21,0-0-22,0-0-23,2-2-24,2-2-25,1-1-26,0-0-27,0-0-28,2-2-29,1-1-30,0-0-31,,0-0-33,1-1-34,1-1-35,2-2-36,1-1-37,0-0-38,0-0-39,1-1-40,0-0-41,0-0-42,1-1-43,0-0-44,1-1-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,0-0-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842.02,41-41-,41-41-201,0-0-1,0-0-2,1-1-3,4-4-4,0-0-5,,0-0-7,0-0-8,0-0-9,0-0-10,0-0-11,0-0-12,0-0-13,0-0-14,0-0-15,1-1-16,1-1-17,0-0-18,0-0-19,,4-4-21,0-0-22,0-0-23,2-2-24,2-2-25,0-0-26,0-0-27,0-0-28,2-2-29,1-1-30,0-0-31,,0-0-33,2-2-34,1-1-35,2-2-36,1-1-37,0-0-38,0-0-39,1-1-40,0-0-41,0-0-42,1-1-43,0-0-44,2-2-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,0-0-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842.10,42-42-,42-42-201,1-1-1,0-0-2,1-1-3,3-3-4,0-0-5,,0-0-7,0-0-8,0-0-9,0-0-10,0-0-11,0-0-12,0-0-13,0-0-14,0-0-15,0-0-16,1-1-17,0-0-18,0-0-19,,4-4-21,0-0-22,0-0-23,2-2-24,2-2-25,1-1-26,0-0-27,0-0-28,2-2-29,1-1-30,0-0-31,,0-0-33,2-2-34,2-2-35,2-2-36,1-1-37,0-0-38,0-0-39,1-1-40,0-0-41,0-0-42,1-1-43,0-0-44,2-2-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,0-0-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843.01,42-42-,42-42-201,1-1-1,0-0-2,1-1-3,3-3-4,0-0-5,,0-0-7,0-0-8,0-0-9,0-0-10,0-0-11,0-0-12,0-0-13,0-0-14,0-0-15,0-0-16,1-1-17,0-0-18,0-0-19,,4-4-21,0-0-22,0-0-23,2-2-24,2-2-25,1-1-26,0-0-27,0-0-28,2-2-29,1-1-30,0-0-31,,0-0-33,2-2-34,2-2-35,2-2-36,1-1-37,0-0-38,0-0-39,2-2-40,0-0-41,0-0-42,1-1-43,0-0-44,2-2-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,0-0-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843.10,44-44-,44-44-201,1-1-1,0-0-2,1-1-3,4-4-4,0-0-5,,0-0-7,1-1-8,0-0-9,0-0-10,0-0-11,0-0-12,0-0-13,0-0-14,0-0-15,0-0-16,1-1-17,0-0-18,0-0-19,,4-4-21,0-0-22,0-0-23,2-2-24,2-2-25,1-1-26,0-0-27,0-0-28,2-2-29,1-1-30,0-0-31,,0-0-33,2-2-34,2-2-35,2-2-36,1-1-37,0-0-38,0-0-39,2-2-40,0-0-41,0-0-42,1-1-43,0-0-44,2-2-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,0-0-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844.01,45-45-,45-45-201,1-1-1,0-0-2,1-1-3,4-4-4,0-0-5,,0-0-7,1-1-8,0-0-9,0-0-10,0-0-11,0-0-12,0-0-13,0-0-14,0-0-15,0-0-16,1-1-17,0-0-18,0-0-19,,4-4-21,0-0-22,0-0-23,2-2-24,2-2-25,1-1-26,0-0-27,0-0-28,2-2-29,1-1-30,0-0-31,,0-0-33,2-2-34,2-2-35,2-2-36,1-1-37,0-0-38,0-0-39,2-2-40,0-0-41,0-0-42,1-1-43,0-0-44,2-2-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,1-1-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844.10,46-46-,46-46-201,1-1-1,0-0-2,1-1-3,4-4-4,0-0-5,,1-1-7,1-1-8,0-0-9,0-0-10,0-0-11,0-0-12,0-0-13,1-1-14,0-0-15,0-0-16,1-1-17,0-0-18,0-0-19,,3-3-21,0-0-22,0-0-23,3-3-24,2-2-25,1-1-26,1-1-27,0-0-28,2-2-29,1-1-30,0-0-31,,0-0-33,2-2-34,3-3-35,2-2-36,1-1-37,0-0-38,0-0-39,2-2-40,0-0-41,0-0-42,1-1-43,0-0-44,2-2-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845.03,47-47-,47-47-201,1-1-1,0-0-2,1-1-3,3-3-4,0-0-5,,1-1-7,1-1-8,0-0-9,0-0-10,0-0-11,0-0-12,0-0-13,1-1-14,0-0-15,0-0-16,1-1-17,0-0-18,0-0-19,,3-3-21,0-0-22,0-0-23,3-3-24,2-2-25,1-1-26,1-1-27,0-0-28,2-2-29,1-1-30,0-0-31,,0-0-33,2-2-34,3-3-35,2-2-36,1-1-37,1-1-38,0-0-39,2-2-40,0-0-41,0-0-42,1-1-43,0-0-44,1-1-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845.11,47-47-,47-47-201,0-0-1,0-0-2,1-1-3,4-4-4,0-0-5,,1-1-7,0-0-8,0-0-9,0-0-10,0-0-11,0-0-12,1-1-13,1-1-14,0-0-15,0-0-16,1-1-17,0-0-18,0-0-19,,3-3-21,0-0-22,0-0-23,4-4-24,2-2-25,1-1-26,1-1-27,0-0-28,2-2-29,1-1-30,0-0-31,,0-0-33,1-1-34,2-2-35,1-1-36,1-1-37,1-1-38,0-0-39,1-1-40,0-0-41,1-1-42,1-1-43,1-1-44,2-2-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846.03,44-44-,44-44-201,0-0-1,0-0-2,1-1-3,4-4-4,0-0-5,,1-1-7,0-0-8,0-0-9,0-0-10,0-0-11,0-0-12,1-1-13,1-1-14,0-0-15,0-0-16,1-1-17,0-0-18,0-0-19,,3-3-21,0-0-22,0-0-23,4-4-24,1-1-25,1-1-26,1-1-27,0-0-28,2-2-29,1-1-30,0-0-31,,0-0-33,1-1-34,2-2-35,1-1-36,0-0-37,1-1-38,0-0-39,1-1-40,0-0-41,1-1-42,1-1-43,1-1-44,2-2-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846.11,47-47-,47-47-201,0-0-1,0-0-2,1-1-3,4-4-4,0-0-5,,1-1-7,0-0-8,0-0-9,0-0-10,0-0-11,0-0-12,1-1-13,2-2-14,0-0-15,0-0-16,1-1-17,0-0-18,0-0-19,,3-3-21,0-0-22,0-0-23,3-3-24,2-2-25,1-1-26,1-1-27,0-0-28,2-2-29,2-2-30,0-0-31,,0-0-33,1-1-34,2-2-35,1-1-36,0-0-37,1-1-38,0-0-39,1-1-40,0-0-41,1-1-42,1-1-43,1-1-44,2-2-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847.03,48-48-,48-48-201,0-0-1,0-0-2,1-1-3,4-4-4,0-0-5,,1-1-7,0-0-8,0-0-9,0-0-10,0-0-11,0-0-12,1-1-13,2-2-14,0-0-15,0-0-16,2-2-17,0-0-18,0-0-19,,2-2-21,0-0-22,0-0-23,3-3-24,2-2-25,1-1-26,1-1-27,0-0-28,2-2-29,2-2-30,0-0-31,,0-0-33,0-0-34,2-2-35,1-1-36,0-0-37,1-1-38,0-0-39,1-1-40,0-0-41,1-1-42,2-2-43,1-1-44,2-2-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847.11,42-42-,42-42-201,0-0-1,0-0-2,0-0-3,3-3-4,0-0-5,,1-1-7,0-0-8,0-0-9,0-0-10,0-0-11,0-0-12,1-1-13,2-2-14,0-0-15,0-0-16,1-1-17,0-0-18,0-0-19,,2-2-21,0-0-22,0-0-23,3-3-24,1-1-25,1-1-26,1-1-27,0-0-28,2-2-29,1-1-30,0-0-31,,0-0-33,0-0-34,2-2-35,1-1-36,0-0-37,1-1-38,0-0-39,1-1-40,0-0-41,1-1-42,2-2-43,1-1-44,2-2-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848.01,43-43-,43-43-201,0-0-1,0-0-2,0-0-3,3-3-4,0-0-5,,1-1-7,0-0-8,0-0-9,0-0-10,0-0-11,0-0-12,1-1-13,2-2-14,0-0-15,0-0-16,2-2-17,0-0-18,0-0-19,,1-1-21,0-0-22,1-1-23,3-3-24,1-1-25,1-1-26,1-1-27,0-0-28,1-1-29,1-1-30,0-0-31,,0-0-33,0-0-34,2-2-35,1-1-36,1-1-37,1-1-38,0-0-39,1-1-40,0-0-41,1-1-42,2-2-43,1-1-44,2-2-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848.11,44-44-,44-44-201,0-0-1,0-0-2,0-0-3,3-3-4,0-0-5,,1-1-7,0-0-8,0-0-9,0-0-10,0-0-11,0-0-12,1-1-13,2-2-14,0-0-15,0-0-16,3-3-17,0-0-18,0-0-19,,2-2-21,0-0-22,1-1-23,3-3-24,1-1-25,1-1-26,1-1-27,0-0-28,1-1-29,2-2-30,0-0-31,,0-0-33,0-0-34,2-2-35,0-0-36,1-1-37,1-1-38,0-0-39,1-1-40,0-0-41,0-0-42,2-2-43,1-1-44,2-2-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849.03,44-44-,44-44-201,0-0-1,0-0-2,0-0-3,3-3-4,0-0-5,,1-1-7,0-0-8,0-0-9,0-0-10,0-0-11,0-0-12,1-1-13,2-2-14,0-0-15,0-0-16,3-3-17,0-0-18,1-1-19,,2-2-21,0-0-22,1-1-23,3-3-24,1-1-25,1-1-26,1-1-27,0-0-28,1-1-29,2-2-30,0-0-31,,0-0-33,0-0-34,2-2-35,0-0-36,1-1-37,1-1-38,0-0-39,1-1-40,0-0-41,1-1-42,2-2-43,1-1-44,2-2-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849.11,41-41-,41-41-201,0-0-1,0-0-2,0-0-3,3-3-4,0-0-5,,1-1-7,0-0-8,0-0-9,0-0-10,0-0-11,0-0-12,0-0-13,1-1-14,0-0-15,0-0-16,3-3-17,0-0-18,1-1-19,,2-2-21,0-0-22,1-1-23,3-3-24,1-1-25,1-1-26,1-1-27,0-0-28,1-1-29,2-2-30,0-0-31,,0-0-33,0-0-34,1-1-35,0-0-36,1-1-37,1-1-38,0-0-39,1-1-40,0-0-41,1-1-42,2-2-43,1-1-44,2-2-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850.03,44-44-,44-44-201,0-0-1,0-0-2,0-0-3,3-3-4,0-0-5,,1-1-7,0-0-8,0-0-9,0-0-10,0-0-11,0-0-12,0-0-13,3-3-14,0-0-15,0-0-16,3-3-17,0-0-18,0-0-19,,2-2-21,0-0-22,1-1-23,3-3-24,1-1-25,1-1-26,1-1-27,0-0-28,1-1-29,2-2-30,0-0-31,,0-0-33,0-0-34,1-1-35,0-0-36,1-1-37,1-1-38,0-0-39,1-1-40,0-0-41,1-1-42,2-2-43,1-1-44,2-2-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850.11,44-44-,44-44-201,0-0-1,0-0-2,0-0-3,4-4-4,0-0-5,,2-2-7,0-0-8,0-0-9,0-0-10,0-0-11,0-0-12,0-0-13,3-3-14,0-0-15,0-0-16,4-4-17,0-0-18,0-0-19,,1-1-21,0-0-22,1-1-23,2-2-24,1-1-25,1-1-26,0-0-27,0-0-28,2-2-29,2-2-30,0-0-31,,0-0-33,0-0-34,1-1-35,0-0-36,1-1-37,1-1-38,0-0-39,1-1-40,0-0-41,1-1-42,2-2-43,1-1-44,2-2-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851.02,45-45-,45-45-201,0-0-1,0-0-2,0-0-3,4-4-4,0-0-5,,2-2-7,0-0-8,0-0-9,0-0-10,0-0-11,0-0-12,1-1-13,3-3-14,0-0-15,0-0-16,4-4-17,0-0-18,1-1-19,,1-1-21,0-0-22,1-1-23,2-2-24,1-1-25,1-1-26,0-0-27,0-0-28,2-2-29,2-2-30,0-0-31,,0-0-33,0-0-34,1-1-35,0-0-36,1-1-37,1-1-38,0-0-39,1-1-40,0-0-41,1-1-42,2-2-43,1-1-44,2-2-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851.11,47-47-,47-47-201,0-0-1,0-0-2,0-0-3,4-4-4,0-0-5,,2-2-7,0-0-8,0-0-9,0-0-10,0-0-11,0-0-12,1-1-13,3-3-14,0-0-15,0-0-16,4-4-17,0-0-18,1-1-19,,1-1-21,0-0-22,1-1-23,2-2-24,1-1-25,1-1-26,0-0-27,0-0-28,2-2-29,2-2-30,0-0-31,,0-0-33,0-0-34,1-1-35,0-0-36,1-1-37,1-1-38,0-0-39,1-1-40,1-1-41,1-1-42,2-2-43,1-1-44,2-2-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852.02,44-44-,44-44-201,0-0-1,0-0-2,0-0-3,3-3-4,0-0-5,,1-1-7,0-0-8,0-0-9,0-0-10,0-0-11,0-0-12,1-1-13,2-2-14,0-0-15,0-0-16,5-5-17,0-0-18,1-1-19,,1-1-21,0-0-22,1-1-23,2-2-24,0-0-25,1-1-26,0-0-27,0-0-28,2-2-29,1-1-30,0-0-31,,0-0-33,0-0-34,1-1-35,0-0-36,1-1-37,1-1-38,0-0-39,1-1-40,1-1-41,1-1-42,3-3-43,1-1-44,2-2-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852.11,45-45-,45-45-201,0-0-1,0-0-2,0-0-3,3-3-4,0-0-5,,2-2-7,0-0-8,0-0-9,0-0-10,0-0-11,0-0-12,1-1-13,2-2-14,0-0-15,1-1-16,5-5-17,0-0-18,1-1-19,,1-1-21,0-0-22,1-1-23,2-2-24,0-0-25,1-1-26,0-0-27,0-0-28,2-2-29,1-1-30,0-0-31,,0-0-33,0-0-34,0-0-35,0-0-36,1-1-37,1-1-38,0-0-39,1-1-40,1-1-41,1-1-42,2-2-43,1-1-44,2-2-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853.02,46-46-,46-46-201,0-0-1,0-0-2,0-0-3,4-4-4,0-0-5,,1-1-7,1-1-8,0-0-9,0-0-10,0-0-11,0-0-12,1-1-13,2-2-14,0-0-15,1-1-16,5-5-17,0-0-18,1-1-19,,1-1-21,0-0-22,1-1-23,2-2-24,0-0-25,2-2-26,0-0-27,0-0-28,2-2-29,2-2-30,0-0-31,,0-0-33,0-0-34,0-0-35,0-0-36,1-1-37,1-1-38,0-0-39,1-1-40,1-1-41,1-1-42,2-2-43,1-1-44,2-2-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853.11,46-46-,46-46-201,0-0-1,0-0-2,0-0-3,4-4-4,0-0-5,,1-1-7,1-1-8,1-1-9,0-0-10,0-0-11,0-0-12,1-1-13,1-1-14,0-0-15,1-1-16,5-5-17,0-0-18,1-1-19,,0-0-21,0-0-22,1-1-23,2-2-24,0-0-25,2-2-26,1-1-27,0-0-28,2-2-29,2-2-30,0-0-31,,0-0-33,0-0-34,0-0-35,0-0-36,1-1-37,1-1-38,0-0-39,1-1-40,1-1-41,1-1-42,2-2-43,0-0-44,2-2-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854.02,46-46-,46-46-201,0-0-1,0-0-2,0-0-3,4-4-4,0-0-5,,1-1-7,1-1-8,1-1-9,0-0-10,0-0-11,0-0-12,1-1-13,2-2-14,0-0-15,1-1-16,4-4-17,0-0-18,1-1-19,,0-0-21,0-0-22,1-1-23,2-2-24,0-0-25,2-2-26,1-1-27,0-0-28,2-2-29,2-2-30,0-0-31,,0-0-33,0-0-34,0-0-35,0-0-36,0-0-37,1-1-38,0-0-39,1-1-40,1-1-41,1-1-42,2-2-43,0-0-44,2-2-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854.11,43-43-,43-43-201,0-0-1,0-0-2,0-0-3,3-3-4,0-0-5,,1-1-7,0-0-8,1-1-9,0-0-10,0-0-11,0-0-12,1-1-13,1-1-14,0-0-15,1-1-16,4-4-17,0-0-18,1-1-19,,1-1-21,0-0-22,1-1-23,2-2-24,0-0-25,1-1-26,1-1-27,0-0-28,2-2-29,2-2-30,0-0-31,,0-0-33,0-0-34,0-0-35,0-0-36,0-0-37,2-2-38,0-0-39,1-1-40,0-0-41,1-1-42,2-2-43,0-0-44,2-2-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855.02,46-46-,46-46-201,0-0-1,0-0-2,0-0-3,3-3-4,0-0-5,1-1-6,1-1-7,0-0-8,1-1-9,0-0-10,0-0-11,0-0-12,1-1-13,1-1-14,0-0-15,1-1-16,4-4-17,0-0-18,1-1-19,,1-1-21,0-0-22,1-1-23,2-2-24,0-0-25,1-1-26,1-1-27,0-0-28,2-2-29,2-2-30,0-0-31,,0-0-33,0-0-34,0-0-35,0-0-36,0-0-37,2-2-38,0-0-39,1-1-40,1-1-41,1-1-42,2-2-43,0-0-44,2-2-45,0-0-46,0-0-47,,,,,1-1-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856.01,48-48-,48-48-201,0-0-1,0-0-2,0-0-3,3-3-4,0-0-5,1-1-6,1-1-7,0-0-8,1-1-9,0-0-10,0-0-11,0-0-12,2-2-13,2-2-14,0-0-15,1-1-16,4-4-17,0-0-18,1-1-19,,1-1-21,0-0-22,1-1-23,2-2-24,0-0-25,1-1-26,1-1-27,0-0-28,2-2-29,2-2-30,0-0-31,,0-0-33,0-0-34,0-0-35,0-0-36,0-0-37,2-2-38,0-0-39,0-0-40,2-2-41,1-1-42,1-1-43,0-0-44,2-2-45,0-0-46,0-0-47,,,,,1-1-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856.11,43-43-,43-43-201,0-0-1,0-0-2,0-0-3,2-2-4,0-0-5,1-1-6,1-1-7,0-0-8,1-1-9,0-0-10,0-0-11,0-0-12,2-2-13,2-2-14,0-0-15,1-1-16,4-4-17,0-0-18,1-1-19,,1-1-21,0-0-22,2-2-23,2-2-24,0-0-25,1-1-26,1-1-27,0-0-28,1-1-29,2-2-30,0-0-31,,0-0-33,0-0-34,0-0-35,0-0-36,0-0-37,1-1-38,0-0-39,0-0-40,0-0-41,1-1-42,1-1-43,0-0-44,2-2-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857.01,45-45-,45-45-201,0-0-1,0-0-2,0-0-3,2-2-4,0-0-5,1-1-6,1-1-7,0-0-8,2-2-9,0-0-10,0-0-11,0-0-12,2-2-13,2-2-14,0-0-15,1-1-16,4-4-17,0-0-18,1-1-19,,1-1-21,0-0-22,2-2-23,2-2-24,0-0-25,1-1-26,2-2-27,0-0-28,1-1-29,1-1-30,0-0-31,,0-0-33,0-0-34,0-0-35,0-0-36,0-0-37,1-1-38,0-0-39,0-0-40,1-1-41,1-1-42,1-1-43,0-0-44,2-2-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857.11,46-46-,46-46-201,0-0-1,0-0-2,0-0-3,1-1-4,0-0-5,1-1-6,2-2-7,0-0-8,2-2-9,0-0-10,0-0-11,0-0-12,2-2-13,2-2-14,1-1-15,1-1-16,3-3-17,0-0-18,1-1-19,,1-1-21,0-0-22,2-2-23,2-2-24,0-0-25,1-1-26,2-2-27,0-0-28,1-1-29,1-1-30,0-0-31,,0-0-33,0-0-34,0-0-35,0-0-36,1-1-37,1-1-38,0-0-39,0-0-40,0-0-41,1-1-42,1-1-43,0-0-44,2-2-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858.01,48-48-,48-48-201,0-0-1,0-0-2,0-0-3,3-3-4,0-0-5,1-1-6,2-2-7,0-0-8,2-2-9,0-0-10,0-0-11,0-0-12,2-2-13,3-3-14,0-0-15,1-1-16,3-3-17,0-0-18,1-1-19,,1-1-21,0-0-22,2-2-23,2-2-24,0-0-25,1-1-26,2-2-27,0-0-28,1-1-29,1-1-30,0-0-31,,0-0-33,0-0-34,0-0-35,0-0-36,1-1-37,1-1-38,1-1-39,0-0-40,0-0-41,1-1-42,1-1-43,0-0-44,1-1-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858.11,42-42-,42-42-201,0-0-1,0-0-2,0-0-3,2-2-4,0-0-5,1-1-6,2-2-7,0-0-8,2-2-9,0-0-10,0-0-11,0-0-12,2-2-13,2-2-14,1-1-15,1-1-16,2-2-17,0-0-18,1-1-19,,1-1-21,0-0-22,2-2-23,1-1-24,0-0-25,1-1-26,2-2-27,0-0-28,1-1-29,0-0-30,0-0-31,,0-0-33,0-0-34,0-0-35,0-0-36,1-1-37,2-2-38,1-1-39,0-0-40,0-0-41,1-1-42,2-2-43,0-0-44,1-1-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859.01,45-45-,45-45-201,0-0-1,0-0-2,0-0-3,2-2-4,0-0-5,1-1-6,2-2-7,0-0-8,2-2-9,0-0-10,0-0-11,0-0-12,2-2-13,3-3-14,1-1-15,1-1-16,1-1-17,1-1-18,1-1-19,,1-1-21,0-0-22,2-2-23,1-1-24,0-0-25,1-1-26,2-2-27,0-0-28,1-1-29,0-0-30,0-0-31,,0-0-33,0-0-34,1-1-35,0-0-36,1-1-37,2-2-38,1-1-39,1-1-40,0-0-41,1-1-42,2-2-43,0-0-44,1-1-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859.11,45-45-,45-45-201,0-0-1,0-0-2,0-0-3,2-2-4,1-1-5,1-1-6,2-2-7,0-0-8,2-2-9,0-0-10,0-0-11,0-0-12,2-2-13,2-2-14,1-1-15,1-1-16,1-1-17,2-2-18,1-1-19,,1-1-21,0-0-22,2-2-23,1-1-24,0-0-25,0-0-26,2-2-27,0-0-28,2-2-29,0-0-30,0-0-31,,0-0-33,0-0-34,1-1-35,0-0-36,1-1-37,3-3-38,1-1-39,0-0-40,0-0-41,1-1-42,1-1-43,0-0-44,0-0-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860.02,43-43-,43-43-201,0-0-1,0-0-2,0-0-3,2-2-4,1-1-5,1-1-6,3-3-7,0-0-8,2-2-9,0-0-10,0-0-11,0-0-12,2-2-13,2-2-14,1-1-15,1-1-16,1-1-17,2-2-18,1-1-19,,1-1-21,0-0-22,2-2-23,1-1-24,0-0-25,0-0-26,2-2-27,0-0-28,2-2-29,0-0-30,0-0-31,,0-0-33,0-0-34,1-1-35,0-0-36,1-1-37,3-3-38,1-1-39,0-0-40,0-0-41,0-0-42,1-1-43,0-0-44,0-0-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860.10,43-43-,43-43-201,1-1-1,0-0-2,0-0-3,2-2-4,1-1-5,1-1-6,3-3-7,0-0-8,2-2-9,0-0-10,0-0-11,0-0-12,2-2-13,2-2-14,1-1-15,1-1-16,0-0-17,2-2-18,1-1-19,,2-2-21,0-0-22,2-2-23,0-0-24,0-0-25,0-0-26,2-2-27,0-0-28,1-1-29,0-0-30,0-0-31,,0-0-33,0-0-34,1-1-35,0-0-36,1-1-37,3-3-38,1-1-39,0-0-40,0-0-41,0-0-42,1-1-43,0-0-44,0-0-45,0-0-46,0-0-47,,,,,0-0-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
