Basho,Oguruma,Kagamiyama,Azumazeki,Minezaki,Nakagawa,Izutsu,Takanohana,Kasugayama,Asahiyama,Mihogaseki,Magaki,Hanaregoma,Nishonoseki,Nakamura,Hanakago,Oshima,Tagonoura,Takashima,Kiriyama,Araiso,Isegahama,Hatachiyama,Oshiogawa,Takekuma,Kabutoyama,Wakamatsu,Tatsutagawa,Kise,Kumagatani,Onaruto,Kasugayama,Oyama,Hanakago,Takashima,Magaki,Nakagawa,Tanigawa,Minatogawa,Onogawa,Oitekaze
1965.03,,,,,,,35-0-Y Wakanohana I--14-Futagoyama,,25-2-S Futaseyama--4-,12-0-O Masuiyama I--47-,,,57-7-O Saganohana--60-,,,,,,,,41-6-Y Terukuni--24-,,,,,11-2-M3 Shachinosato--102-,,5-0-M1 Katsuragawa--37-,,,6-0-O Nayoroiwa--32-,3-0-O Matsunobori--71-,49-7-M3 Onoumi--17-,23-0-O Mitsuneyama--86-,5-0-K Shimizugawa--43-,5-0-M2 Kiyoenami--54-,3-0-J5 Yahatano--91-,,,
1965.05,,,,,,,39-0-Y Wakanohana I--14-Futagoyama,,27-2-S Futaseyama--4-,12-0-O Masuiyama I--47-,,,57-8-O Saganohana--60-,,,,,,,,44-7-Y Terukuni--24-,,,,,11-2-M3 Shachinosato--102-,,6-0-M1 Katsuragawa--37-,,,6-0-O Nayoroiwa--32-,3-0-O Matsunobori--71-,47-7-M3 Onoumi--17-,26-0-O Mitsuneyama--86-,4-0-K Shimizugawa--43-,6-0-M2 Kiyoenami--54-,3-0-J5 Yahatano--91-,,,
1965.07,,,,,,,39-0-Y Wakanohana I--14-Futagoyama,,28-2-S Futaseyama--4-,12-0-O Masuiyama I--47-,,,55-7-O Saganohana--60-,,,,,,,,44-7-Y Terukuni--24-,,,,,11-2-M3 Shachinosato--102-,,6-0-M1 Katsuragawa--37-,,,5-0-O Nayoroiwa--32-,3-0-O Matsunobori--71-,51-8-M3 Onoumi--17-,28-0-O Mitsuneyama--86-,3-0-K Shimizugawa--43-,6-0-M2 Kiyoenami--54-,3-0-J5 Yahatano--91-,,,
1965.09,,,,,,,40-0-Y Wakanohana I--14-Futagoyama,,28-2-S Futaseyama--4-,12-0-O Masuiyama I--47-,,,55-7-O Saganohana--60-,,,,,,,,45-6-Y Terukuni--24-,,,,,11-3-M3 Shachinosato--102-,,6-0-M1 Katsuragawa--37-,,,5-0-O Nayoroiwa--32-,3-0-O Matsunobori--71-,48-8-M3 Onoumi--17-,28-0-O Mitsuneyama--86-,3-0-K Shimizugawa--43-,6-0-M2 Kiyoenami--54-,3-0-J5 Yahatano--91-,,,
1965.11,,,,,,,40-0-Y Wakanohana I--14-Futagoyama,,28-2-S Futaseyama--4-,12-0-O Masuiyama I--47-,,,55-7-O Saganohana--60-,,,,,,,,46-7-Y Terukuni--24-,,,,,10-1-M3 Shachinosato--102-,,6-0-M1 Katsuragawa--37-,,,5-0-O Nayoroiwa--32-,3-0-O Matsunobori--71-,47-8-M3 Onoumi--17-,29-0-O Mitsuneyama--86-,3-0-K Shimizugawa--43-,6-0-M2 Kiyoenami--54-,3-0-J5 Yahatano--91-,,,
1966.01,,,,,,,41-0-Y Wakanohana I--14-Futagoyama,,28-2-S Futaseyama--4-,12-0-O Masuiyama I--47-,,,54-6-O Saganohana--60-,,,,,,,,47-6-Y Terukuni--24-,,,,,10-1-M3 Shachinosato--102-,,7-0-M1 Katsuragawa--37-,,,5-0-O Nayoroiwa--32-,3-0-O Matsunobori--71-,47-8-M3 Onoumi--17-,29-0-O Mitsuneyama--86-,3-0-K Shimizugawa--43-,6-0-M2 Kiyoenami--54-,3-0-J5 Yahatano--91-,,,
1966.03,,,,,,,41-1-Y Wakanohana I--14-Futagoyama,,27-2-S Futaseyama--4-,12-0-O Masuiyama I--47-,,,52-4-O Saganohana--60-,,,,,,,,48-5-Y Terukuni--24-,,,,,10-1-M3 Shachinosato--102-,,7-0-M1 Katsuragawa--37-,,,6-0-O Nayoroiwa--32-,2-0-O Matsunobori--71-,50-8-M3 Onoumi--17-,31-1-O Mitsuneyama--86-,3-0-K Shimizugawa--43-,6-0-M2 Kiyoenami--54-,3-0-J5 Yahatano--91-,,,
1966.05,,,,,,,44-1-Y Wakanohana I--14-Futagoyama,,29-2-S Futaseyama--4-,12-0-O Masuiyama I--47-,,,52-4-O Saganohana--60-,,,,,,,,49-6-Y Terukuni--24-,,,,,10-1-M3 Shachinosato--102-,,8-0-M1 Katsuragawa--37-,,,6-0-O Nayoroiwa--32-,2-0-O Matsunobori--71-,49-7-M3 Onoumi--17-,29-0-O Mitsuneyama--86-,4-0-K Shimizugawa--43-,7-0-M2 Kiyoenami--54-,3-0-J5 Yahatano--91-,,,
1966.07,,,,,,,45-1-Y Wakanohana I--14-Futagoyama,,27-2-S Futaseyama--4-,12-0-O Masuiyama I--47-,,,47-4-O Saganohana--60-,,,,,,,,47-5-Y Terukuni--24-,,,,,10-1-M3 Shachinosato--102-,,8-0-M1 Katsuragawa--37-,,,7-0-O Nayoroiwa--32-,2-0-O Matsunobori--71-,49-6-M3 Onoumi--17-,29-0-O Mitsuneyama--86-,5-0-K Shimizugawa--43-,7-0-M2 Kiyoenami--54-,3-0-J5 Yahatano--91-,,,
1966.09,,,,,,,46-1-Y Wakanohana I--14-Futagoyama,,27-2-S Futaseyama--4-,11-1-O Masuiyama I--47-,,,47-4-O Saganohana--60-,,,,,,,,48-5-Y Terukuni--24-,,,,,10-1-M3 Shachinosato--102-,,8-0-M1 Katsuragawa--37-,,,7-0-O Nayoroiwa--32-,2-0-O Matsunobori--71-,46-6-M3 Onoumi--17-,30-0-O Mitsuneyama--86-,5-0-K Shimizugawa--43-,7-0-M2 Kiyoenami--54-,3-0-J5 Yahatano--91-,,,
1966.11,,,,,,,45-1-Y Wakanohana I--14-Futagoyama,,28-2-S Futaseyama--4-,12-1-O Masuiyama I--47-,,,45-4-O Saganohana--60-,,,,,,,,48-6-Y Terukuni--24-,,,,,9-1-M3 Shachinosato--102-,,8-0-M1 Katsuragawa--37-,,,7-0-O Nayoroiwa--32-,2-0-O Matsunobori--71-,46-6-M3 Onoumi--17-,30-0-O Mitsuneyama--86-,4-0-K Shimizugawa--43-,7-0-M2 Kiyoenami--54-,3-0-J5 Yahatano--91-,,,
1967.01,,,,,,,46-1-Y Wakanohana I--14-Futagoyama,,28-2-S Futaseyama--4-,14-1-O Masuiyama I--47-,,,45-5-O Saganohana--60-,,,,,,,,49-6-Y Terukuni--24-,,,,,9-1-M3 Shachinosato--102-,,8-0-M1 Katsuragawa--37-,,,7-0-O Nayoroiwa--32-,2-0-O Matsunobori--71-,43-7-M3 Onoumi--17-,28-0-O Mitsuneyama--86-,4-0-K Shimizugawa--43-,8-0-M2 Kiyoenami--54-,3-0-J5 Yahatano--91-,,,
1967.03,,,,,,,47-1-Y Wakanohana I--14-Futagoyama,,28-2-S Futaseyama--4-,15-1-O Masuiyama I--47-,,,45-5-O Saganohana--60-,,,,,,,,50-5-Y Terukuni--24-,,,,,8-0-M3 Shachinosato--102-,,7-0-M1 Katsuragawa--37-,,,7-0-O Nayoroiwa--32-,3-0-O Matsunobori--71-,42-7-M3 Onoumi--17-,27-0-O Mitsuneyama--86-,5-0-K Shimizugawa--43-,8-0-M2 Kiyoenami--54-,3-0-J5 Yahatano--91-,,,
1967.05,,,,,,,46-1-Y Wakanohana I--14-Futagoyama,,29-2-S Futaseyama--4-,16-0-O Masuiyama I--47-,,,48-3-O Saganohana--60-,,,,,,,,50-4-Y Terukuni--24-,,,,,8-0-M3 Shachinosato--102-,,7-0-M1 Katsuragawa--37-,,,7-0-O Nayoroiwa--32-,3-0-O Matsunobori--71-,42-5-M3 Onoumi--17-,28-0-O Mitsuneyama--86-,5-0-K Shimizugawa--43-,8-0-M2 Kiyoenami--54-,3-0-J5 Yahatano--91-,,,
1967.07,,,,,,,36-1-Y Wakanohana I--14-Futagoyama,,28-2-S Futaseyama--4-,13-1-O Masuiyama I--47-,,,48-4-O Saganohana--60-,,,,,,,,47-4-Y Terukuni--24-,,,,,7-0-M3 Shachinosato--102-,,7-0-M9 Kiyonomori-HT-37-,,,8-0-O Nayoroiwa--32-,2-0-O Matsunobori--71-,42-5-M3 Onoumi--17-,26-0-O Mitsuneyama--86-,5-0-K Shimizugawa--43-,6-0-M2 Kiyoenami--54-,2-0-J5 Yahatano--91-,,,
1967.09,,,,,,,35-1-Y Wakanohana I--14-Futagoyama,,28-3-S Futaseyama--4-,13-1-O Masuiyama I--47-,,,47-4-O Saganohana--60-,,,,,,,,47-4-Y Terukuni--24-,,,,,7-0-M3 Shachinosato--102-,,6-0-M9 Kiyonomori--37-,,,8-0-O Nayoroiwa--32-,2-0-O Matsunobori--71-,46-5-M3 Onoumi--17-,25-0-O Mitsuneyama--86-,5-0-K Shimizugawa--43-,6-0-M2 Kiyoenami--54-,2-0-J5 Yahatano--91-,,,
1967.11,,,,,,,34-1-Y Wakanohana I--14-Futagoyama,,27-3-S Futaseyama--4-,13-2-O Masuiyama I--47-,,,46-5-O Saganohana--60-,,,,,,,,47-3-Y Terukuni--24-,,,,,7-0-M3 Shachinosato--102-,,6-0-M9 Kiyonomori--37-,,,8-0-O Nayoroiwa--32-,2-0-O Matsunobori--71-,46-5-M3 Onoumi--17-,23-0-O Mitsuneyama--86-,5-0-K Shimizugawa--43-,6-0-M2 Kiyoenami--54-,2-0-J5 Yahatano--91-,,,
1968.01,,,,,,,36-1-Y Wakanohana I--14-Futagoyama,,27-3-S Futaseyama--4-,13-2-O Masuiyama I--47-,,,46-4-O Saganohana--60-,,,,,,,,48-3-Y Terukuni--24-,,,,,7-0-M3 Shachinosato--102-,,5-0-M9 Kiyonomori--37-,,,8-0-O Nayoroiwa--32-,2-0-O Matsunobori--71-,46-5-M3 Onoumi--17-,23-0-O Mitsuneyama--86-,5-0-K Shimizugawa--43-,6-0-M2 Kiyoenami--54-,2-0-J5 Yahatano--91-,,,
1968.03,,,,,,,36-2-Y Wakanohana I--14-Futagoyama,,27-3-S Futaseyama--4-,13-2-O Masuiyama I--47-,,,43-4-O Saganohana--60-,,,,,,,,49-4-Y Terukuni--24-,,,,,7-0-M3 Shachinosato--102-,,5-0-M9 Kiyonomori--37-,,,6-0-O Nayoroiwa--32-,3-0-O Matsunobori--71-,45-5-M3 Onoumi--17-,23-0-O Mitsuneyama--86-,5-0-K Shimizugawa--43-,6-0-M2 Kiyoenami--54-,2-0-J5 Yahatano--91-,,,
1968.05,,,,,,,36-3-Y Wakanohana I--14-Futagoyama,,27-3-S Futaseyama--4-,14-2-O Masuiyama I--47-,,,42-4-O Saganohana--60-,,,,,,,,48-4-Y Terukuni--24-,,,,,6-0-M3 Shachinosato--102-,,5-0-M9 Kiyonomori--37-,,,7-0-O Nayoroiwa--32-,4-0-O Matsunobori--71-,47-5-M3 Onoumi--17-,20-0-O Mitsuneyama--86-,5-0-K Shimizugawa--43-,6-0-M2 Kiyoenami--54-,2-0-J5 Yahatano--91-,,,
1968.07,,,,,,,35-3-Y Wakanohana I--14-Futagoyama,,26-3-S Futaseyama--4-,14-2-O Masuiyama I--47-,,,41-4-O Saganohana--60-,,,,,,,,47-4-Y Terukuni--24-,,,,,6-0-M3 Shachinosato--102-,,3-0-M9 Kiyonomori--37-,,,8-0-O Nayoroiwa--32-,2-0-O Matsunobori--71-,46-5-M3 Onoumi--17-,20-0-O Mitsuneyama--86-,4-0-K Shimizugawa--43-,4-0-M2 Kiyoenami--54-,1-0-J5 Yahatano--91-,,,
1968.09,,,,,,,34-3-Y Wakanohana I--14-Futagoyama,,26-3-S Futaseyama--4-,13-2-O Masuiyama I--47-,,,41-3-O Saganohana--60-,,,,,,,,47-3-Y Terukuni--24-,,,,,6-1-M3 Shachinosato--102-,,3-0-M9 Kiyonomori--37-,,,8-0-O Nayoroiwa--32-,2-0-O Matsunobori--71-,45-5-M3 Onoumi--17-,20-0-O Mitsuneyama--86-,3-0-K Shimizugawa--43-,4-0-M2 Kiyoenami--54-,1-0-J5 Yahatano--91-,,,
1968.11,,,,,,,31-3-Y Wakanohana I--14-Futagoyama,,23-3-S Futaseyama--4-,14-3-O Masuiyama I--47-,,,40-3-O Saganohana--60-,,,,,,,,42-3-Y Terukuni--24-,,,,,6-0-M3 Shachinosato--102-,,4-0-M9 Kiyonomori--37-,,,7-0-O Nayoroiwa--32-,2-0-O Matsunobori--71-,42-4-M3 Onoumi--17-,21-0-O Mitsuneyama--86-,3-0-K Shimizugawa--43-,4-0-M2 Kiyoenami--54-,1-0-J5 Yahatano--91-,,,
1969.01,,,,,,,33-3-Y Wakanohana I--14-Futagoyama,,24-3-S Futaseyama--4-,14-3-O Masuiyama I--47-,,,40-3-O Saganohana--60-,,,,,,,,42-3-Y Terukuni--24-,,,,,6-1-M3 Shachinosato--102-,,3-0-M9 Kiyonomori--37-,,,7-0-O Nayoroiwa--32-,2-0-O Matsunobori--71-,40-4-M3 Onoumi--17-,21-1-O Mitsuneyama--86-,3-0-K Shimizugawa--43-,5-0-M2 Kiyoenami--54-,1-0-J5 Yahatano--91-,,,
1969.03,,,,,,,35-3-Y Wakanohana I--14-Futagoyama,,23-3-S Futaseyama--4-,14-3-O Masuiyama I--47-,,,38-3-O Saganohana--60-,,,,,,,,40-3-Y Terukuni--24-,,,,,6-1-M3 Shachinosato--102-,,3-0-M9 Kiyonomori--37-,,,7-0-O Nayoroiwa--32-,2-0-O Matsunobori--71-,44-4-M3 Onoumi--17-,20-0-O Mitsuneyama--86-,3-0-K Shimizugawa--43-,5-0-M2 Kiyoenami--54-,1-0-J5 Yahatano--91-,,,
1969.05,,,,,,,38-3-Y Wakanohana I--14-Futagoyama,,22-3-S Futaseyama--4-,15-3-O Masuiyama I--47-,,,39-4-O Saganohana--60-,,,,,,,,40-3-Y Terukuni--24-,,,,,6-1-M3 Shachinosato--102-,,4-0-M9 Kiyonomori--37-,,,8-0-O Nayoroiwa--32-,2-0-O Matsunobori--71-,45-4-M3 Onoumi--17-,20-0-O Mitsuneyama--86-,4-0-K Shimizugawa--43-,4-0-M2 Kiyoenami--54-,1-0-J5 Yahatano--91-,,,
1969.07,,,,,,,39-3-Y Wakanohana I--14-Futagoyama,,21-4-S Futaseyama--4-,15-4-O Masuiyama I--47-,,,36-4-O Saganohana--60-,,,,,,,,38-3-Y Terukuni--24-,,,,,5-0-M3 Shachinosato--102-,,4-0-M9 Kiyonomori--37-,,,8-0-O Nayoroiwa--32-,2-0-O Matsunobori--71-,43-3-M3 Onoumi--17-,19-0-O Mitsuneyama--86-,3-0-K Shimizugawa--43-,4-0-M2 Kiyoenami--54-,1-0-J5 Yahatano-HS-91-,,,
1969.09,,,,,,,39-3-Y Wakanohana I--14-Futagoyama,,21-5-S Futaseyama--4-,15-4-O Masuiyama I--47-,,,34-4-O Saganohana--60-,,,,,,,,40-4-Y Terukuni--24-,,,,,6-0-M3 Shachinosato--102-,,4-0-M9 Kiyonomori--37-,,,8-0-O Nayoroiwa--32-,2-0-O Matsunobori--71-,41-2-M3 Onoumi--17-,18-1-O Mitsuneyama--86-,3-0-K Shimizugawa--43-,4-0-M2 Kiyoenami--54-,,,,
1969.11,,,,,,,37-3-Y Wakanohana I--14-Futagoyama,,21-5-S Futaseyama--4-,15-4-O Masuiyama I--47-,,,38-4-O Saganohana--60-,,,,,,,,40-4-Y Terukuni--24-,,,,,6-0-M3 Shachinosato--102-,,5-0-M9 Kiyonomori--37-,,,8-0-O Nayoroiwa--32-,2-0-O Matsunobori--71-,41-3-M3 Onoumi--17-,18-1-O Mitsuneyama--86-,3-0-K Shimizugawa--43-,5-0-M2 Kiyoenami--54-,,,,
1970.01,,,,,,,38-3-Y Wakanohana I--14-Futagoyama,,22-6-S Futaseyama--4-,17-4-O Masuiyama I--47-,,,38-4-O Saganohana--60-,,,,,,,,39-4-Y Terukuni--24-,,,,,6-0-M3 Shachinosato--102-,,5-0-M9 Kiyonomori--37-,,,8-0-O Nayoroiwa--32-,5-0-O Matsunobori--71-,38-2-M3 Onoumi--17-,17-1-O Mitsuneyama--86-,3-0-K Shimizugawa--43-,4-0-M2 Kiyoenami--54-,,,,
1970.03,,,,,,,38-3-Y Wakanohana I--14-Futagoyama,,20-6-S Futaseyama--4-,18-4-O Masuiyama I--47-,,,38-4-O Saganohana--60-,,,,,,,,39-4-Y Terukuni--24-,,,,,6-0-M3 Shachinosato--102-,,5-0-M9 Kiyonomori--37-,,,7-0-O Nayoroiwa--32-,5-0-O Matsunobori--71-,38-3-M3 Onoumi--17-,16-1-O Mitsuneyama--86-,3-0-K Shimizugawa--43-,4-0-M2 Kiyoenami--54-,,,,
1970.05,,,,,,,40-3-Y Wakanohana I--14-Futagoyama,,20-6-S Futaseyama--4-,18-4-O Masuiyama I--47-,,,41-4-O Saganohana--60-,,,,,,,,41-4-Y Terukuni--24-,,,,,6-0-M3 Shachinosato--102-,,6-0-M9 Kiyonomori--37-,,,7-0-O Nayoroiwa--32-,3-0-O Matsunobori--71-,37-4-M3 Onoumi--17-,17-1-O Mitsuneyama--86-,4-0-K Shimizugawa--43-,4-0-M2 Kiyoenami--54-,,,,
1970.07,,,,,,,40-3-Y Wakanohana I--14-Futagoyama,,20-5-S Futaseyama--4-,15-3-O Masuiyama I--47-,,,41-4-O Saganohana--60-,,,,,,,,39-4-Y Terukuni--24-,,,,,6-0-M3 Shachinosato--102-,,6-0-M9 Kiyonomori--37-,,,7-0-O Nayoroiwa--32-,3-0-O Matsunobori--71-,37-3-M3 Onoumi--17-,16-1-O Mitsuneyama--86-,4-0-K Shimizugawa--43-,4-0-M2 Kiyoenami--54-,,,,
1970.09,,,,,,,41-3-Y Wakanohana I--14-Futagoyama,,19-5-S Futaseyama--4-,15-3-O Masuiyama I--47-,,,51-4-O Saganohana--60-,,,,,,,,43-4-Y Terukuni--24-,,,,,8-0-M3 Shachinosato--102-,,6-0-M9 Kiyonomori--37-,,,7-0-O Nayoroiwa--32-,3-0-O Matsunobori--71-,34-3-M3 Onoumi--17-,16-1-O Mitsuneyama--86-,4-0-K Shimizugawa--43-,3-0-M2 Kiyoenami--54-,,,,
1970.11,,11-0-Y Kashiwado-HB-30-,,,,,39-3-Y Wakanohana I--14-Futagoyama,,17-4-S Futaseyama--4-,14-3-O Masuiyama I--47-,,,52-4-O Saganohana--60-,,,,,,,,43-4-Y Terukuni--24-,,,,,7-0-M3 Shachinosato--102-,,7-0-M9 Kiyonomori--37-,,,7-0-O Nayoroiwa--32-,3-0-O Matsunobori--71-,33-4-M3 Onoumi--17-,15-1-O Mitsuneyama--86-,4-0-K Shimizugawa--43-,2-0-M2 Kiyoenami--54-,,,,
1971.01,,12-0-Y Kashiwado--30-,,,,,39-4-Y Wakanohana I--14-Futagoyama,,16-4-S Futaseyama--4-,14-3-O Masuiyama I--47-,,,50-4-O Saganohana--60-,,,,,,,,45-4-Y Terukuni--24-,,,,,7-0-M3 Shachinosato--102-,,7-0-M9 Kiyonomori--37-,,,7-0-O Nayoroiwa--32-,5-0-O Matsunobori--71-,33-3-M3 Onoumi--17-,15-1-O Mitsuneyama--86-,4-0-K Shimizugawa--43-,2-0-M2 Kiyoenami--54-,,,,
1971.03,,13-0-Y Kashiwado--30-,,,,,38-5-Y Wakanohana I--14-Futagoyama,,14-4-S Futaseyama--4-,14-3-O Masuiyama I--47-,,,50-4-O Saganohana--60-,,,,,,,,45-4-Y Terukuni--24-,,,,,7-0-M3 Shachinosato--102-,,7-0-M9 Kiyonomori--37-,,,6-1-M1 Onobori-HT-32-,6-0-O Matsunobori--71-,32-3-M3 Onoumi--17-,16-1-O Mitsuneyama--86-,4-0-K Shimizugawa--43-,2-0-M2 Kiyoenami--54-,,,,
1971.05,,14-0-Y Kashiwado--30-,,,,,38-4-Y Wakanohana I--14-Futagoyama,,13-5-S Futaseyama--4-,14-3-O Masuiyama I--47-,,,52-5-O Saganohana--60-,,,,,,,,46-4-Y Terukuni--24-,,,,,7-0-M3 Shachinosato--102-,,8-0-M9 Kiyonomori--37-,,,6-0-M1 Onobori--32-,6-0-O Matsunobori--71-,34-3-M3 Onoumi--17-,14-1-O Mitsuneyama--86-,4-0-K Shimizugawa--43-,2-0-M2 Kiyoenami--54-,,,,
1971.07,,16-0-Y Kashiwado--30-,,,,,38-4-Y Wakanohana I--14-Futagoyama,,13-4-S Futaseyama--4-,15-4-O Masuiyama I--47-,,,56-4-O Saganohana--60-,,,,,,,,45-5-Y Terukuni--24-,,,,,6-0-M3 Shachinosato--102-,,8-0-M9 Kiyonomori--37-,,,6-0-M1 Onobori--32-,6-0-O Matsunobori--71-,34-3-M3 Onoumi--17-,13-1-O Mitsuneyama--86-,3-0-K Shimizugawa--43-,2-0-M2 Kiyoenami--54-,,,,
1971.09,,17-0-Y Kashiwado--30-,,,,,35-2-Y Wakanohana I--14-Futagoyama,,13-4-S Futaseyama--4-,15-4-O Masuiyama I--47-,,,65-5-O Saganohana--60-,,,,,,,,45-3-Y Terukuni--24-,,,,,6-1-M3 Shachinosato--102-,2-0-Y Kagamisato-HB-95-,8-0-M9 Kiyonomori--37-,,,6-1-M1 Onobori--32-,5-0-O Matsunobori--71-,33-4-M3 Onoumi--17-,14-1-O Mitsuneyama--86-,3-0-K Shimizugawa--43-,2-0-M2 Kiyoenami--54-,,,,
1971.11,,17-0-Y Kashiwado--30-,,,,,35-3-Y Wakanohana I--14-Futagoyama,,13-4-S Futaseyama--4-,14-4-O Masuiyama I--47-,,,71-4-O Saganohana--60-,,,,,,,,45-2-Y Terukuni--24-,,,,,5-1-M3 Shachinosato--102-,4-0-Y Kagamisato--95-,7-0-M9 Kiyonomori--37-,,,7-1-M1 Onobori--32-,5-0-O Matsunobori--71-,35-4-M3 Onoumi--17-,13-1-O Mitsuneyama--86-,2-0-K Shimizugawa--43-,2-0-M2 Kiyoenami--54-,,,,
1972.01,,16-0-Y Kashiwado--30-,,,,,35-3-Y Wakanohana I--14-Futagoyama,,13-4-S Futaseyama--4-,13-4-O Masuiyama I--47-,,,45-4-O Saganohana--60-,,,,,,,,45-2-Y Terukuni--24-,,,,,5-1-M3 Shachinosato--102-,4-0-Y Kagamisato--95-,7-0-M9 Kiyonomori--37-,,,7-1-M1 Onobori--32-,5-0-O Matsunobori--71-,35-4-M3 Onoumi--17-,13-1-O Mitsuneyama--86-,2-0-K Shimizugawa--43-,2-0-M2 Kiyoenami--54-,,,,
1972.03,,16-0-Y Kashiwado--30-,,,,,36-4-Y Wakanohana I--14-Futagoyama,,13-4-S Futaseyama--4-,13-4-O Masuiyama I--47-,,,44-4-O Saganohana--60-,,,,,,,,44-3-Y Terukuni--24-,,,,,5-1-M3 Shachinosato--102-,6-0-Y Kagamisato--95-,7-0-M9 Kiyonomori--37-,,,8-1-M1 Onobori--32-,5-0-O Matsunobori--71-,35-3-M3 Onoumi--17-,13-1-O Mitsuneyama--86-,2-0-K Shimizugawa--43-,2-0-M2 Kiyoenami--54-,,,,
1972.05,,17-0-Y Kashiwado--30-,,,,4-1-S Tsurugamine-HB-35-Kimigahama,36-4-Y Wakanohana I--14-Futagoyama,,13-4-S Futaseyama--4-,13-4-O Masuiyama I--47-,,,44-4-O Saganohana--60-,,,,,,,,43-3-Y Terukuni--24-,,,,,5-1-M3 Shachinosato--102-,7-0-Y Kagamisato--95-,7-0-M9 Kiyonomori--37-,,,8-1-M1 Onobori--32-,5-0-O Matsunobori--71-,35-3-M3 Onoumi--17-,14-1-O Mitsuneyama--86-,3-0-K Shimizugawa--43-,2-0-M2 Kiyoenami--54-,,,,
1972.07,,16-0-Y Kashiwado--30-,,,,4-2-S Tsurugamine--35-Kimigahama,34-4-Y Wakanohana I--14-Futagoyama,,13-4-S Futaseyama--4-,13-4-O Masuiyama I--47-,,,41-5-O Saganohana--60-,,,,,,,,42-2-Y Terukuni--24-,,,,,4-1-M3 Shachinosato--102-,7-0-Y Kagamisato--95-,6-0-M9 Kiyonomori--37-,,,9-0-M1 Onobori--32-,5-0-O Matsunobori--71-,35-3-M3 Onoumi--17-,13-1-O Mitsuneyama--86-,3-0-K Shimizugawa--43-,1-0-M2 Kiyoenami--54-,,,,
1972.09,,16-0-Y Kashiwado--30-,,,,5-1-S Tsurugamine--35-Kimigahama,35-5-Y Wakanohana I--14-Futagoyama,,13-4-S Futaseyama--4-,12-4-O Masuiyama I--47-,,,41-5-O Saganohana--60-,,,,,,,,43-2-Y Terukuni--24-,,,,,4-1-M3 Shachinosato--102-,7-0-Y Kagamisato--95-,6-0-M9 Kiyonomori--37-,,,8-0-M1 Onobori--32-,5-0-O Matsunobori--71-,34-4-M3 Onoumi--17-,13-1-O Mitsuneyama--86-,3-0-K Shimizugawa--43-,1-0-M2 Kiyoenami--54-,,,,
1972.11,,16-0-Y Kashiwado--30-,,,,6-1-S Tsurugamine--35-Kimigahama,33-4-Y Wakanohana I--14-Futagoyama,,15-4-S Futaseyama--4-,12-4-O Masuiyama I--47-,,,38-6-O Saganohana--60-,,,,,,,,43-3-Y Terukuni--24-,,,,,4-1-M3 Shachinosato--102-,8-0-Y Kagamisato--95-,6-0-M9 Kiyonomori--37-,,,8-0-M1 Onobori--32-,6-0-O Matsunobori--71-,35-5-M3 Onoumi--17-,13-1-O Mitsuneyama--86-,2-0-K Shimizugawa--43-,1-0-M2 Kiyoenami--54-,,,,
1973.01,,16-0-Y Kashiwado--30-,,,,7-1-S Tsurugamine--35-Kimigahama,31-4-Y Wakanohana I--14-Futagoyama,,15-5-S Futaseyama--4-,11-4-O Masuiyama I--47-,,,36-5-O Saganohana--60-,,,,,,,,42-3-Y Terukuni--24-,,,,,4-1-M3 Shachinosato--102-,8-0-Y Kagamisato--95-,6-0-M9 Kiyonomori--37-,,,8-0-M1 Onobori--32-,6-0-O Matsunobori--71-,38-5-M3 Onoumi--17-,12-1-O Mitsuneyama--86-,2-0-K Shimizugawa--43-,1-0-M2 Kiyoenami-HS-54-,,,,
1973.03,,17-0-Y Kashiwado--30-,,,,10-1-S Tsurugamine--35-Kimigahama,31-4-Y Wakanohana I--14-Futagoyama,,15-5-S Futaseyama--4-,13-4-O Masuiyama I--47-,,,38-5-O Saganohana--60-,,,,,,,,44-2-Y Terukuni--24-,,,,,7-1-M3 Shachinosato--102-,9-0-Y Kagamisato--95-,6-0-M9 Kiyonomori--37-,,,8-0-M1 Onobori--32-,6-0-O Matsunobori--71-,36-5-M3 Onoumi--17-,13-1-O Mitsuneyama--86-,2-0-K Shimizugawa--43-,,,,,
1973.05,,17-0-Y Kashiwado--30-,,,,10-1-S Tsurugamine--35-Kimigahama,31-4-Y Wakanohana I--14-Futagoyama,,15-5-S Futaseyama--4-,15-4-O Masuiyama I--47-,,,38-3-O Saganohana--60-,,,,,,,,43-2-Y Terukuni--24-,,,,,7-1-M3 Shachinosato--102-,9-0-Y Kagamisato--95-,7-0-M9 Kiyonomori--37-,,,8-0-M1 Onobori--32-,6-0-O Matsunobori--71-,33-5-M3 Onoumi--17-,13-1-O Mitsuneyama--86-,2-0-K Shimizugawa--43-,,,,,
1973.07,,16-0-Y Kashiwado--30-,,,,11-1-S Tsurugamine--35-Kimigahama,31-6-Y Wakanohana I--14-Futagoyama,,15-5-S Futaseyama--4-,15-4-O Masuiyama I--47-,,,38-3-O Saganohana--60-,,,,,,,,42-2-Y Terukuni--24-,,,,,6-1-M3 Shachinosato--102-,8-0-Y Kagamisato--95-,7-0-M9 Kiyonomori--37-,,,7-0-M1 Onobori--32-,6-0-O Matsunobori--71-,33-5-M3 Onoumi--17-,13-1-O Mitsuneyama--86-,2-0-K Shimizugawa--43-,,,,,
