Basho,Overall,Arashio,Asahiyama,Asakayama,Dewanoumi,Fujishima,Futagoyama,Hakkaku,Hanaregoma,Irumagawa,Isegahama,Isenoumi,Kasugano,Kataonami,Kise,Kokonoe,Michinoku,Minato,Miyagino,Musashigawa,Naruto,Nishiiwa,Nishikido,Nishonoseki,Oitekaze,Onoe,Onomatsu,Oshima,Oshiogawa,Otake,Sadogatake,Sakaigawa,Shibatayama,Shikihide,Shikoroyama,Tagonoura,Takadagawa,Takasago,Takekuma,Tamanoi,Tatsunami,Tokitsukaze,Tokiwayama,Yamahibiki
1975.03,660-62----,,,,50-5-Y Sadanoyama--9-,,,,,,,9-0-M1 Kashiwado--25-,42-5-Y Tochinishiki--31-,22-2-S Tamanoumi--33-,,12-3-Y Chiyonoyama--40-,11-0-M4 Hoshikabuto--46-,,28-1-Y Yoshibayama--51-,,,,,,,,,3-1-K Tomoegata--99-Tomozuna,,47-0-Y Taiho--106-Taiho,34-2-Y Kotozakura--72-,,,,,,10-0-O Maenoyama--83-,26-3-Y Asashio--84-,,,29-4-S Annenyama--94-,46-4-O Yutakayama--97-,,
1975.05,670-62----,,,,52-6-Y Sadanoyama--9-,,,,,,,9-0-M1 Kashiwado--25-,43-5-Y Tochinishiki--31-,22-3-S Tamanoumi--33-,,12-3-Y Chiyonoyama--40-,12-0-M4 Hoshikabuto--46-,,28-1-Y Yoshibayama--51-,,,,,,,,,3-1-K Tomoegata--99-Tomozuna,,50-0-Y Taiho--106-Taiho,34-2-Y Kotozakura--72-,,,,,,10-0-O Maenoyama--83-,26-3-Y Asashio--84-,,,28-3-S Annenyama--94-,43-5-O Yutakayama--97-,,
1975.07,656-62----,,,,51-5-Y Sadanoyama--9-,,,,,,,9-0-M1 Kashiwado--25-,42-5-Y Tochinishiki--31-,22-3-S Tamanoumi--33-,,12-3-Y Chiyonoyama--40-,12-0-M4 Hoshikabuto--46-,,27-1-Y Yoshibayama--51-,,,,,,,,,4-1-K Tomoegata--99-Tomozuna,,50-0-Y Taiho--106-Taiho,34-2-Y Kotozakura--72-,,,,,,10-0-O Maenoyama--83-,26-3-Y Asashio--84-,,,28-3-S Annenyama--94-,41-5-O Yutakayama--97-,,
1975.09,652-62----,,,,52-6-Y Sadanoyama--9-,,,,,,,9-0-M1 Kashiwado--25-,42-5-Y Tochinishiki--31-,22-2-S Tamanoumi--33-,,12-3-Y Chiyonoyama--40-,10-0-M4 Hoshikabuto--46-,,27-1-Y Yoshibayama--51-,,,,,,,,,4-1-K Tomoegata--99-Tomozuna,,49-0-Y Taiho--106-Taiho,34-2-Y Kotozakura--72-,,,,,,12-0-O Maenoyama--83-,26-3-Y Asashio--84-,,,28-3-S Annenyama--94-,42-5-O Yutakayama--97-,,
1975.11,650-63----,,,,53-5-Y Sadanoyama--9-,,,,,,,10-0-M1 Kashiwado--25-,42-6-Y Tochinishiki--31-,21-2-S Tamanoumi--33-,,13-3-Y Chiyonoyama--40-,10-0-M4 Hoshikabuto--46-,,27-1-Y Yoshibayama--51-,,,,,,,,,4-1-K Tomoegata--99-Tomozuna,,49-0-Y Taiho--106-Taiho,36-4-Y Kotozakura--72-,,,,,,11-0-O Maenoyama--83-,27-3-Y Asashio--84-,,,29-3-S Annenyama--94-,40-5-O Yutakayama--97-,,
1976.01,644-62----,,,,53-5-Y Sadanoyama--9-,,,,,,,9-0-M1 Kashiwado--25-,42-5-Y Tochinishiki--31-,21-2-S Tamanoumi--33-,,12-3-Y Chiyonoyama--40-,10-0-M4 Hoshikabuto--46-,,27-1-Y Yoshibayama--51-,,,,,,,,,4-1-K Tomoegata--99-Tomozuna,,47-0-Y Taiho--106-Taiho,37-4-Y Kotozakura--72-,,,,,,11-0-O Maenoyama--83-,28-3-Y Asashio--84-,,,28-3-S Annenyama--94-,39-5-O Yutakayama--97-,,
1976.03,699-62----,,,,59-5-Y Sadanoyama--9-,,,,,,,10-0-M1 Kashiwado--25-,44-6-Y Tochinishiki--31-,22-2-S Tamanoumi--33-,,13-2-Y Chiyonoyama--40-,9-0-M4 Hoshikabuto--46-,,27-1-Y Yoshibayama--51-,,,,,,,,,6-1-J7 Yamatonishiki-HT-99-Tomozuna,,54-0-Y Taiho--106-Taiho,42-4-Y Kotozakura--72-,,,,,,10-0-O Maenoyama--83-,30-3-Y Asashio--84-,,,31-3-S Annenyama--94-,45-5-O Yutakayama--97-,,
1976.05,685-62----,,,,59-4-Y Sadanoyama--9-,,,,,,,10-0-M1 Kashiwado--25-,43-8-Y Tochinishiki--31-,22-2-S Tamanoumi--33-,,13-2-Y Chiyonoyama--40-,8-0-M4 Hoshikabuto--46-,,27-0-Y Yoshibayama--51-,,,,,,,,,6-1-J7 Yamatonishiki--99-Tomozuna,,50-0-Y Taiho--106-Taiho,42-4-Y Kotozakura--72-,,,,,,10-0-O Maenoyama--83-,28-3-Y Asashio--84-,,,30-3-S Annenyama--94-,45-5-O Yutakayama--97-,,
1976.07,670-62----,,,,55-5-Y Sadanoyama--9-,,,,,,,10-0-M1 Kashiwado--25-,42-7-Y Tochinishiki--31-,22-2-S Tamanoumi--33-,,13-3-Y Chiyonoyama--40-,8-0-M4 Hoshikabuto--46-,,27-0-Y Yoshibayama--51-,,,,,,,,,6-1-J7 Yamatonishiki--99-Tomozuna,,50-0-Y Taiho--106-Taiho,42-3-Y Kotozakura--72-,,,,,,10-0-O Maenoyama--83-,26-3-Y Asashio--84-,,,29-3-S Annenyama--94-,45-5-O Yutakayama--97-,,
1976.09,663-62----,,,,52-5-Y Sadanoyama--9-,,,,,,,11-0-M1 Kashiwado--25-,41-7-Y Tochinishiki--31-,23-2-S Tamanoumi--33-,,15-3-Y Chiyonoyama--40-,6-0-M4 Hoshikabuto--46-,,27-0-Y Yoshibayama--51-,,,,,,,,,7-1-J7 Yamatonishiki--99-Tomozuna,,49-0-Y Taiho--106-Taiho,43-3-Y Kotozakura--72-,,,,,,9-0-O Maenoyama--83-,26-3-Y Asashio--84-,,,29-4-S Annenyama--94-,46-4-O Yutakayama--97-,,
1976.11,643-62----,,,,52-5-Y Sadanoyama--9-,,,,,,,11-0-M1 Kashiwado--25-,40-9-Y Tochinishiki--31-,22-2-S Tamanoumi--33-,,15-3-Y Chiyonoyama--40-,4-0-M4 Hoshikabuto--46-,,25-0-Y Yoshibayama--51-,,,,,,,,,7-1-J7 Yamatonishiki--99-Tomozuna,,49-0-Y Taiho--106-Taiho,42-4-Y Kotozakura--72-,,,,,,11-0-O Maenoyama--83-,25-3-Y Asashio--84-,,,29-4-S Annenyama--94-,44-4-O Yutakayama--97-,,
1977.01,627-62----,,,,51-5-Y Sadanoyama--9-,,,,,,,11-0-M1 Kashiwado--25-,38-9-Y Tochinishiki--31-,22-2-S Tamanoumi--33-,,16-3-Y Chiyonoyama--40-,4-0-M4 Hoshikabuto--46-,,25-1-Y Yoshibayama--51-,,,,,,,,,7-1-J7 Yamatonishiki--99-Tomozuna,,44-0-Y Taiho--106-Taiho,41-3-Y Kotozakura--72-,,,,,,11-0-O Maenoyama--83-,25-3-Y Asashio--84-,,,28-4-S Annenyama--94-,42-4-O Yutakayama--97-,,
1977.03,682-62----,,,,54-4-Y Sadanoyama--9-,,,,,,,10-0-M1 Kashiwado--25-,39-8-Y Tochinishiki--31-,24-2-S Tamanoumi--33-,,18-3-Y Chiyonoyama--40-,4-0-M4 Hoshikabuto--46-,,28-1-Y Yoshibayama--51-,,,,,,,,,10-1-J7 Yamatonishiki--99-Tomozuna,,45-0-Y Taiho--106-Taiho,43-3-Y Kotozakura--72-,,,,,,14-0-O Maenoyama--83-,26-3-Y Asashio--84-,,,30-4-S Annenyama--94-,50-5-O Yutakayama--97-,,
1977.05,676-62----,,,,49-5-Y Sadanoyama--9-,,,,,,,10-0-M1 Kashiwado--25-,36-7-Y Tochinishiki--31-,25-2-S Tamanoumi--33-,,18-3-Y Chiyonoyama--40-,5-0-M4 Hoshikabuto--46-,,27-0-Y Yoshibayama--51-,,,,,,,,,10-1-J7 Yamatonishiki--99-Tomozuna,,45-0-Y Taiho--106-Taiho,45-3-Y Kotozakura--72-,,,,,,14-0-O Maenoyama--83-,26-3-Y Asashio--84-,,,30-4-S Annenyama--94-,45-6-O Yutakayama--97-,,
1977.07,662-62----,,,,49-5-Y Sadanoyama--9-,,,,,,,8-0-M1 Kashiwado--25-,36-6-Y Tochinishiki--31-,23-2-S Tamanoumi--33-,,18-3-Y Chiyonoyama--40-,6-0-M4 Hoshikabuto--46-,,27-0-Y Yoshibayama--51-,,,,,,,,,10-1-J7 Yamatonishiki--99-Tomozuna,,45-2-Y Taiho--106-Taiho,44-3-Y Kotozakura--72-,,,,,,14-0-O Maenoyama--83-,27-2-Y Asashio--84-,,,29-5-S Annenyama--94-,43-5-O Yutakayama--97-,,
1977.09,657-61----,,,,48-5-Y Sadanoyama--9-,,,,,,,8-0-M1 Kashiwado--25-,38-7-Y Tochinishiki--31-,23-2-S Tamanoumi--33-,,18-3-Y Chiyonoyama--40-,5-0-M4 Hoshikabuto--46-,,25-0-Y Yoshibayama--51-,,,,,,,,,10-1-J7 Yamatonishiki--99-Tomozuna,,42-1-Y Taiho--106-Taiho,44-3-Y Kotozakura--72-,,,,,,14-0-O Maenoyama--83-,30-2-Y Asashio--84-,,,29-5-S Annenyama--94-,44-6-O Yutakayama--97-,,
1977.11,641-62----,,,,46-4-Y Sadanoyama--9-,,,,,,,9-0-M1 Kashiwado--25-,37-8-Y Tochinishiki--31-,23-2-S Tamanoumi--33-,,41-3-Y Kitanofuji-HT-40-,5-0-M4 Hoshikabuto--46-,,25-0-Y Yoshibayama--51-,,,,,,,,,11-1-J7 Yamatonishiki--99-Tomozuna,,41-1-Y Taiho--106-Taiho,44-4-Y Kotozakura--72-,,,,,,13-0-O Maenoyama--83-,26-2-Y Asashio--84-,,,28-5-S Annenyama--94-,44-6-O Yutakayama--97-,,
1978.01,626-62----,,,,45-4-Y Sadanoyama--9-,,,,,,,9-0-M1 Kashiwado--25-,37-7-Y Tochinishiki--31-,23-2-S Tamanoumi--33-,,35-4-Y Kitanofuji--40-,5-0-M4 Hoshikabuto--46-,,24-0-K Hirokawa-HT-51-,,,,,,,,,11-1-J7 Yamatonishiki--99-Tomozuna,,38-0-Y Taiho--106-Taiho,44-6-Y Kotozakura--72-,,,,,,12-0-O Maenoyama--83-,28-2-Y Asashio--84-,,,27-5-S Annenyama--94-,44-6-O Yutakayama--97-,,
1978.03,681-62----,,,,49-7-Y Sadanoyama--9-,,,,,,,9-0-M1 Kashiwado--25-,37-7-Y Tochinishiki--31-,23-2-S Tamanoumi--33-,,37-4-Y Kitanofuji--40-,5-0-M4 Hoshikabuto--46-,,25-0-K Hirokawa--51-,,,,,,,,,11-1-J7 Yamatonishiki--99-Tomozuna,,40-1-Y Taiho--106-Taiho,51-5-Y Kotozakura--72-,,,,,,13-0-O Maenoyama--83-,35-2-Y Asashio--84-,,,28-4-S Annenyama--94-,49-6-O Yutakayama--97-,,
1978.05,680-62----,,,,48-7-Y Sadanoyama--9-,,,,,,,9-0-M1 Kashiwado--25-,36-5-Y Tochinishiki--31-,23-2-S Tamanoumi--33-,,37-3-Y Kitanofuji--40-,6-0-M4 Hoshikabuto--46-,,25-0-K Hirokawa--51-,,,,,,,,,11-1-J7 Yamatonishiki--99-Tomozuna,,39-1-Y Taiho--106-Taiho,53-6-Y Kotozakura--72-,,,,,,14-0-O Maenoyama--83-,35-2-Y Asashio--84-,,,27-4-S Annenyama--94-,46-6-O Yutakayama--97-,,
1978.07,662-62----,,,,47-6-Y Sadanoyama--9-,,,,,,,8-0-M1 Kashiwado--25-,34-6-Y Tochinishiki--31-,22-2-S Tamanoumi--33-,,34-4-Y Kitanofuji--40-,5-0-M4 Hoshikabuto--46-,,26-0-K Hirokawa--51-,,,,,,,,,10-1-J7 Yamatonishiki--99-Tomozuna,,39-2-Y Taiho--106-Taiho,51-5-Y Kotozakura--72-,,,,,,13-0-O Maenoyama--83-,35-3-Y Asashio--84-,,,25-4-S Annenyama--94-,42-6-O Yutakayama--97-,,
1978.09,653-62----,,,,47-7-Y Sadanoyama--9-,,,,,,,8-0-M1 Kashiwado--25-,34-6-Y Tochinishiki--31-,22-2-S Tamanoumi--33-,,34-3-Y Kitanofuji--40-,5-0-M4 Hoshikabuto--46-,,25-1-K Hirokawa--51-,,,,,,,,,10-1-J7 Yamatonishiki--99-Tomozuna,,37-2-Y Taiho--106-Taiho,48-5-Y Kotozakura--72-,,,,,,13-0-O Maenoyama--83-,33-3-Y Asashio--84-,,,25-4-S Annenyama--94-,42-7-O Yutakayama--97-,,
1978.11,629-62----,,,,47-6-Y Sadanoyama--9-,,,,,,,8-0-M1 Kashiwado--25-,36-5-Y Tochinishiki--31-,23-2-S Tamanoumi--33-,,29-4-Y Kitanofuji--40-,6-0-M4 Hoshikabuto--46-,,24-1-K Hirokawa--51-,,,,,,,,,10-1-J7 Yamatonishiki--99-Tomozuna,,37-2-Y Taiho--106-Taiho,44-4-Y Kotozakura--72-,,,,,,13-0-O Maenoyama--83-,32-3-Y Asashio--84-,,,27-4-S Annenyama--94-,37-6-O Yutakayama--97-,,
1979.01,625-62----,,,,48-5-Y Sadanoyama--9-,,,,,,,6-0-M1 Kashiwado--25-,39-6-Y Tochinishiki--31-,23-2-S Tamanoumi--33-,,29-3-Y Kitanofuji--40-,6-0-M4 Hoshikabuto--46-,,24-0-K Hirokawa--51-,,,,,,,,,10-1-J7 Yamatonishiki--99-Tomozuna,,36-2-Y Taiho--106-Taiho,42-5-Y Kotozakura--72-,,,,,,13-0-O Maenoyama--83-,30-3-Y Asashio--84-,,,28-4-S Annenyama--94-,37-7-O Yutakayama--97-,,
1979.03,702-62----,,,,48-5-Y Sadanoyama--9-,,,,,,,9-0-M1 Kashiwado--25-,47-6-Y Tochinishiki--31-,23-2-S Tamanoumi--33-,,33-3-Y Kitanofuji--40-,5-0-M4 Hoshikabuto--46-,,24-0-K Hirokawa--51-,,,,,,,,,11-1-J7 Yamatonishiki--99-Tomozuna,,37-2-Y Taiho--106-Taiho,48-4-Y Kotozakura--72-,,,,,,12-0-O Maenoyama--83-,32-3-Y Asashio--84-,,,32-4-S Annenyama--94-,41-8-O Yutakayama--97-,,
1979.05,717-62----,,,,49-4-Y Sadanoyama--9-,,,,,,1-0-S Mutsuarashi-HB-1-Ajigawa,8-0-M1 Kashiwado--25-,49-6-Y Tochinishiki--31-,23-3-S Tamanoumi--33-,,35-3-Y Kitanofuji--40-,7-0-M4 Hoshikabuto--46-,,24-1-K Hirokawa--51-,,,,,,,,,11-1-J7 Yamatonishiki--99-Tomozuna,,39-2-Y Taiho--106-Taiho,49-3-Y Kotozakura--72-,,,,,,12-0-O Maenoyama--83-,33-3-Y Asashio--84-,,,33-4-S Annenyama--94-,41-8-O Yutakayama--97-,,
1979.07,707-60----,,,,49-4-Y Sadanoyama--9-,,,,,,2-0-S Mutsuarashi--1-Ajigawa,7-0-M1 Kashiwado--25-,47-6-Y Tochinishiki--31-,19-2-S Tamanoumi--33-,,33-2-Y Kitanofuji--40-,7-0-M4 Hoshikabuto--46-,,23-1-K Hirokawa--51-,,,,,,,,,11-1-J7 Yamatonishiki--99-Tomozuna,,38-2-Y Taiho--106-Taiho,48-3-Y Kotozakura--72-,,,,,,12-0-O Maenoyama--83-,33-3-Y Asashio--84-,,,33-4-S Annenyama--94-,41-7-O Yutakayama--97-,,
1979.09,705-62----,,,,49-5-Y Sadanoyama--9-,,,,,,3-0-S Mutsuarashi--1-Ajigawa,7-0-M1 Kashiwado--25-,48-4-Y Tochinishiki--31-,19-2-S Tamanoumi--33-,,34-2-Y Kitanofuji--40-,9-0-M4 Hoshikabuto--46-,,23-1-K Hirokawa--51-,,,,,,,,,11-1-J7 Yamatonishiki--99-Tomozuna,,37-2-Y Taiho--106-Taiho,49-6-Y Kotozakura--72-,,,,,,12-0-O Maenoyama--83-,31-3-Y Asashio--84-,,,31-4-S Annenyama--94-,41-7-O Yutakayama--97-,,
1979.11,671-61----,,,,45-5-Y Sadanoyama--9-,,,,,,3-0-S Mutsuarashi--1-Ajigawa,7-0-M1 Kashiwado--25-,47-4-Y Tochinishiki--31-,18-2-S Tamanoumi--33-,,34-2-Y Kitanofuji--40-,9-0-M4 Hoshikabuto--46-,,23-1-K Hirokawa--51-,,,,,,,,,10-1-J7 Yamatonishiki--99-Tomozuna,,36-2-Y Taiho--106-Taiho,47-6-Y Kotozakura--72-,,,,,,12-0-O Maenoyama--83-,30-3-Y Asashio--84-,,,29-3-S Annenyama--94-,39-7-O Yutakayama--97-,,
1980.01,656-62----,,,,44-5-Y Sadanoyama--9-,,,,,,3-0-S Mutsuarashi--1-Ajigawa,7-0-M1 Kashiwado--25-,45-3-Y Tochinishiki--31-,18-2-S Tamanoumi--33-,,30-3-Y Kitanofuji--40-,7-0-M4 Hoshikabuto--46-,,21-1-K Hirokawa--51-,,,,,,,,,10-1-J7 Yamatonishiki--99-Tomozuna,,35-3-Y Taiho--106-Taiho,47-4-Y Kotozakura--72-,,,,,,12-0-O Maenoyama--83-,29-3-Y Asashio--84-,,,30-3-S Annenyama--94-,36-7-O Yutakayama--97-,,
1980.03,744-62----,,,,45-5-Y Sadanoyama--9-,,,,,,6-0-S Mutsuarashi--1-Ajigawa,8-0-M1 Kashiwado--25-,49-3-Y Tochinishiki--31-,18-2-S Tamanoumi--33-,,31-3-Y Kitanofuji--40-,7-0-M4 Hoshikabuto--46-,,22-1-K Hirokawa--51-,,,,,,,,,11-1-J7 Yamatonishiki--99-Tomozuna,,40-3-Y Taiho--106-Taiho,52-4-Y Kotozakura--72-,,,,,,13-0-O Maenoyama--83-,34-3-Y Asashio--84-,,,32-3-S Annenyama--94-,35-7-O Yutakayama--97-,,
1980.05,755-62----,,,,45-5-Y Sadanoyama--9-,,,,,,6-0-S Mutsuarashi--1-Ajigawa,9-0-M1 Kashiwado--25-,51-4-Y Tochinishiki--31-,19-2-S Tamanoumi--33-,,30-3-Y Kitanofuji--40-,7-0-M4 Hoshikabuto--46-,,23-2-K Hirokawa--51-,,,,,,,,,12-1-J7 Yamatonishiki--99-Tomozuna,,41-2-Y Taiho--106-Taiho,52-4-Y Kotozakura--72-,,,,,,13-0-O Maenoyama--83-,34-3-Y Asashio--84-,,,33-3-S Annenyama--94-,32-5-O Yutakayama--97-,,
1980.07,736-62----,,,,42-5-Y Sadanoyama--9-,,,,,,6-0-S Mutsuarashi--1-Ajigawa,8-0-M1 Kashiwado--25-,48-4-Y Tochinishiki--31-,19-2-S Tamanoumi--33-,,30-2-Y Kitanofuji--40-,7-0-M4 Hoshikabuto--46-,,24-1-K Hirokawa--51-,,,,,,,,,11-1-J7 Yamatonishiki--99-Tomozuna,,36-3-Y Taiho--106-Taiho,50-4-Y Kotozakura--72-,,,,,,12-0-O Maenoyama--83-,35-3-Y Asashio--84-,,,32-3-S Annenyama--94-,32-6-O Yutakayama--97-,,
1980.09,729-62----,,,,44-5-Y Sadanoyama--9-,,,,,,4-0-S Mutsuarashi--1-Ajigawa,8-0-M1 Kashiwado--25-,47-4-Y Tochinishiki--31-,19-2-S Tamanoumi--33-,,29-2-Y Kitanofuji--40-,7-0-M4 Hoshikabuto--46-,,23-1-K Hirokawa--51-,,,,,,,,,11-1-J7 Yamatonishiki--99-Tomozuna,,36-2-Y Taiho--106-Taiho,49-4-Y Kotozakura--72-,,,,,,12-0-O Maenoyama--83-,36-3-Y Asashio--84-,,,33-3-S Annenyama--94-,32-5-O Yutakayama--97-,,
1980.11,701-62----,,,,41-6-Y Sadanoyama--9-,,,,,,4-0-S Mutsuarashi--1-Ajigawa,8-0-M1 Kashiwado--25-,45-4-Y Tochinishiki--31-,18-2-S Tamanoumi--33-,,28-2-Y Kitanofuji--40-,7-0-M4 Hoshikabuto--46-,,21-2-K Hirokawa--51-,,,,,,,,,11-1-J7 Yamatonishiki--99-Tomozuna,,36-2-Y Taiho--106-Taiho,49-5-Y Kotozakura--72-,,,,,,11-0-O Maenoyama--83-,35-3-Y Asashio--84-,,,32-2-S Annenyama--94-,30-5-O Yutakayama--97-,,
1981.01,697-62----,,,,42-4-Y Sadanoyama--9-,,,,,,4-0-S Mutsuarashi--1-Ajigawa,8-0-M1 Kashiwado--25-,46-4-Y Tochinishiki--31-,16-2-S Tamanoumi--33-,,28-2-Y Kitanofuji--40-,7-0-M4 Hoshikabuto--46-,,20-1-K Hirokawa--51-,,,,,,,,,11-1-J7 Yamatonishiki--99-Tomozuna,,36-2-Y Taiho--106-Taiho,48-4-Y Kotozakura--72-,,,,,,11-0-O Maenoyama--83-,35-3-Y Asashio--84-,,,32-2-S Annenyama--94-,30-6-O Yutakayama--97-,,
1981.03,781-61----,,,,47-4-Y Sadanoyama--9-,,,,,,7-0-S Mutsuarashi--1-Ajigawa,10-0-M1 Kashiwado--25-,56-4-Y Tochinishiki--31-,16-2-S Tamanoumi--33-,,29-3-Y Kitanofuji--40-,7-0-M4 Hoshikabuto--46-,,19-1-K Hirokawa--51-,,,,,,,,,13-2-J7 Yamatonishiki--99-Tomozuna,,35-2-Y Taiho--106-Taiho,58-4-Y Kotozakura--72-,,,,,,12-0-O Maenoyama--83-,38-3-Y Asashio--84-,,,30-2-S Annenyama--94-,32-7-O Yutakayama--97-,,
1981.05,780-61----,,,,47-4-Y Sadanoyama--9-,,,,,,8-0-S Mutsuarashi--1-Ajigawa,11-0-M1 Kashiwado--25-,55-5-Y Tochinishiki--31-,17-2-S Tamanoumi--33-,,28-2-Y Kitanofuji--40-,7-0-M4 Hoshikabuto--46-,,19-2-K Hirokawa--51-,,,,,,,,,13-1-J7 Yamatonishiki--99-Tomozuna,,38-2-Y Taiho--106-Taiho,57-4-Y Kotozakura--72-,,,,,,12-0-O Maenoyama--83-,40-3-Y Asashio--84-,,,30-2-S Annenyama--94-,30-7-O Yutakayama--97-,,
1981.07,760-62----,,,,45-4-Y Sadanoyama--9-,,,,,,8-0-S Mutsuarashi--1-Ajigawa,11-0-M1 Kashiwado--25-,54-4-Y Tochinishiki--31-,16-3-S Tamanoumi--33-,,28-2-Y Kitanofuji--40-,6-0-M4 Hoshikabuto--46-,,19-1-K Hirokawa--51-,,,,,,,,,13-1-J7 Yamatonishiki--99-Tomozuna,,34-2-Y Taiho--106-Taiho,57-4-Y Kotozakura--72-,,,,,,12-0-O Maenoyama--83-,40-3-Y Asashio--84-,,,27-2-S Annenyama--94-,29-6-O Yutakayama--97-,,
1981.09,746-61----,,,,41-4-Y Sadanoyama--9-,5-0-Y Mienoumi-HB-52-Musashigawa,,,,,8-0-S Mutsuarashi--1-Ajigawa,12-0-M1 Kashiwado--25-,51-5-Y Tochinishiki--31-,13-3-S Tamanoumi--33-,,28-2-Y Kitanofuji--40-,6-0-M4 Hoshikabuto--46-,,18-0-K Hirokawa--51-,,,,,,,,,13-2-J7 Yamatonishiki--99-Tomozuna,,33-2-Y Taiho--106-Taiho,56-3-Y Kotozakura--72-,,,,,,12-0-O Maenoyama--83-,40-3-Y Asashio--84-,,,26-2-S Annenyama--94-,29-7-O Yutakayama--97-,,
1981.11,728-61----,,,,40-4-Y Sadanoyama--9-,5-0-Y Mienoumi--52-Musashigawa,,,,,8-0-S Mutsuarashi--1-Ajigawa,10-0-M1 Kashiwado--25-,51-5-Y Tochinishiki--31-,13-2-S Tamanoumi--33-,,26-2-Y Kitanofuji--40-,6-1-M4 Hoshikabuto--46-,,16-0-K Hirokawa--51-,,,,,,,,,13-2-J7 Yamatonishiki--99-Tomozuna,,29-2-Y Taiho--106-Taiho,54-3-Y Kotozakura--72-,,,,,,12-0-O Maenoyama--83-,40-3-Y Asashio--84-,,,25-2-S Annenyama--94-,29-6-O Yutakayama--97-,,
1982.01,714-62----,,,,40-4-Y Sadanoyama--9-,6-0-Y Mienoumi--52-Musashigawa,,,,,8-0-S Mutsuarashi--1-Ajigawa,10-0-M1 Kashiwado--25-,50-7-Y Tochinishiki--31-,12-2-S Tamanoumi--33-,,24-3-Y Kitanofuji--40-,6-0-M4 Hoshikabuto--46-,,16-0-K Hirokawa--51-,,,,,,,,,14-2-J7 Yamatonishiki--99-Tomozuna,,28-4-Y Taiho--106-Taiho,53-4-Y Kotozakura--72-,,,,,,10-0-O Maenoyama--83-,40-3-Y Asashio--84-,,,25-2-S Annenyama--94-,28-5-O Yutakayama--97-,,
1982.03,791-63----,,,,41-4-Y Sadanoyama--9-,13-0-Y Mienoumi--52-Musashigawa,,,,,10-0-S Mutsuarashi--1-Ajigawa,11-0-M1 Kashiwado--25-,55-5-Y Tochinishiki--31-,13-2-S Tamanoumi--33-,,31-2-Y Kitanofuji--40-,8-0-M4 Hoshikabuto--46-,,16-1-K Hirokawa--51-,,,,,,,,,13-2-J7 Yamatonishiki--99-Tomozuna,,31-3-Y Taiho--106-Taiho,56-4-Y Kotozakura--72-,,,,,,11-0-O Maenoyama--83-,42-3-Y Asashio--84-,,,24-1-S Annenyama--94-,35-6-O Yutakayama--97-,,
1982.05,787-63----,,,,41-4-Y Sadanoyama--9-,13-0-Y Mienoumi--52-Musashigawa,,,,,9-0-S Mutsuarashi--1-Ajigawa,11-0-M1 Kashiwado--25-,55-5-Y Tochinishiki--31-,14-2-S Tamanoumi--33-,,31-2-Y Kitanofuji--40-,8-0-M4 Hoshikabuto--46-,,16-1-K Hirokawa--51-,,,,,,,,,13-2-J7 Yamatonishiki--99-Tomozuna,,32-3-Y Taiho--106-Taiho,55-4-Y Kotozakura--72-,,,,,,11-0-O Maenoyama--83-,41-3-Y Asashio--84-,,,24-1-S Annenyama--94-,35-6-O Yutakayama--97-,,
1982.07,761-64----,,,,37-4-Y Sadanoyama--9-,11-0-Y Mienoumi--52-Musashigawa,,,,,10-0-S Mutsuarashi--1-Ajigawa,11-0-M1 Kashiwado--25-,55-5-Y Tochinishiki--31-,13-2-S Tamanoumi--33-,,31-2-Y Kitanofuji--40-,8-0-M4 Hoshikabuto--46-,,17-1-K Hirokawa--51-,,,,,,,,,12-2-J7 Yamatonishiki--99-Tomozuna,,32-3-Y Taiho--106-Taiho,55-3-Y Kotozakura--72-,,,,,,11-0-O Maenoyama--83-,41-3-Y Asashio--84-,,,23-1-S Annenyama--94-,35-6-O Yutakayama--97-,,
1982.09,762-64----,,,,37-5-Y Sadanoyama--9-,11-0-Y Mienoumi--52-Musashigawa,,,,,10-0-S Mutsuarashi--1-Ajigawa,11-0-M1 Kashiwado--25-,53-5-Y Tochinishiki--31-,13-1-S Tamanoumi--33-,,31-2-Y Kitanofuji--40-,8-0-M4 Hoshikabuto--46-,,17-1-K Hirokawa--51-,,,,,,,,,11-2-J7 Yamatonishiki--99-Tomozuna,,30-3-Y Taiho--106-Taiho,55-3-Y Kotozakura--72-,,,,,,11-0-O Maenoyama--83-,41-3-Y Asashio--84-,,,22-2-S Annenyama--94-,35-5-O Yutakayama--97-,,
1982.11,734-63----,,,,36-5-Y Sadanoyama--9-,11-0-Y Mienoumi--52-Musashigawa,,,,,9-0-S Mutsuarashi--1-Ajigawa,10-0-M1 Kashiwado--25-,52-6-Y Tochinishiki--31-,13-1-S Tamanoumi--33-,,30-2-Y Kitanofuji--40-,7-0-M4 Hoshikabuto--46-,,17-1-K Hirokawa--51-,,,,,,,,,10-1-J7 Yamatonishiki--99-Tomozuna,,27-2-Y Taiho--106-Taiho,53-4-Y Kotozakura--72-,,,,,,12-0-O Maenoyama--83-,38-3-Y Asashio--84-,,,21-0-S Annenyama--94-,34-5-O Yutakayama--97-,,
