Basho,Overall,Arashio,Asahiyama,Asakayama,Dewanoumi,Fujishima,Futagoyama,Hakkaku,Hanaregoma,Irumagawa,Isegahama,Isenoumi,Kasugano,Kataonami,Kise,Kokonoe,Michinoku,Minato,Miyagino,Musashigawa,Naruto,Nishiiwa,Nishikido,Nishonoseki,Oitekaze,Onoe,Onomatsu,Oshima,Oshiogawa,Otake,Sadogatake,Sakaigawa,Shibatayama,Shikihide,Shikoroyama,Tagonoura,Takadagawa,Takasago,Takekuma,Tamanoi,Tatsunami,Tokitsukaze,Tokiwayama,Yamahibiki
1965.05,833-76----,,,,74-11-M1 Dewanohana--9-,,,,,,,24-1-M1 Kashiwado--25-,59-6-Y Tochinishiki--31-,35-2-S Tamanoumi--33-,,,,,22-5-Y Yoshibayama--51-,,,,,,,,,10-0-K Tomoegata--99-Tomozuna,,,28-2-K Kotonishiki--72-,,,,,,,38-5-Y Maedayama--84-,,,52-6-Y Haguroyama--94-,67-10-Y Futabayama--97-,,
1965.07,821-76----,,,,68-11-M1 Dewanohana--9-,,,,,,,24-1-M1 Kashiwado--25-,58-6-Y Tochinishiki--31-,36-2-S Tamanoumi--33-,,,,,23-5-Y Yoshibayama--51-,,,,,,,,,11-0-K Tomoegata--99-Tomozuna,,,28-2-K Kotonishiki--72-,,,,,,,39-5-Y Maedayama--84-,,,52-6-Y Haguroyama--94-,65-11-Y Futabayama--97-,,
1965.09,825-76----,,,,68-12-M1 Dewanohana--9-,,,,,,,24-1-M1 Kashiwado--25-,58-5-Y Tochinishiki--31-,35-2-S Tamanoumi--33-,,,,,24-5-Y Yoshibayama--51-,,,,,,,,,12-1-K Tomoegata--99-Tomozuna,,,28-2-K Kotonishiki--72-,,,,,,,40-4-Y Maedayama--84-,,,50-5-Y Haguroyama--94-,65-11-Y Futabayama--97-,,
1965.11,799-76----,,,,67-11-M1 Dewanohana--9-,,,,,,,25-1-M1 Kashiwado--25-,56-5-Y Tochinishiki--31-,34-2-S Tamanoumi--33-,,,,,25-6-Y Yoshibayama--51-,,,,,,,,,13-1-K Tomoegata--99-Tomozuna,,,28-2-K Kotonishiki--72-,,,,,,,39-5-Y Maedayama--84-,,,49-6-Y Haguroyama--94-,62-10-Y Futabayama--97-,,
1966.01,802-76----,,,,67-11-M1 Dewanohana--9-,,,,,,,28-2-M1 Kashiwado--25-,58-5-Y Tochinishiki--31-,35-2-S Tamanoumi--33-,,,,,25-6-Y Yoshibayama--51-,,,,,,,,,13-1-K Tomoegata--99-Tomozuna,,,31-2-K Kotonishiki--72-,,,,,,,40-5-Y Maedayama--84-,,,49-7-Y Haguroyama--94-,63-10-Y Futabayama--97-,,
1966.03,799-76----,,,,70-11-M1 Dewanohana--9-,,,,,,,29-2-M1 Kashiwado--25-,59-4-Y Tochinishiki--31-,35-2-S Tamanoumi--33-,,,,,26-6-Y Yoshibayama--51-,,,,,,,,,13-2-K Tomoegata--99-Tomozuna,,,35-2-K Kotonishiki--72-,,,,,,,41-5-Y Maedayama--84-,,,49-8-Y Haguroyama--94-,63-10-Y Futabayama--97-,,
1966.05,805-76----,,,,70-10-M1 Dewanohana--9-,,,,,,,29-2-M1 Kashiwado--25-,63-6-Y Tochinishiki--31-,35-2-S Tamanoumi--33-,,,,,27-6-Y Yoshibayama--51-,,,,,,,,,12-2-K Tomoegata--99-Tomozuna,,,36-2-K Kotonishiki--72-,,,,,,,39-5-Y Maedayama--84-,,,47-7-Y Haguroyama--94-,64-10-Y Futabayama--97-,,
1966.07,779-76----,,,,69-10-M1 Dewanohana--9-,,,,,,,29-2-M1 Kashiwado--25-,62-6-Y Tochinishiki--31-,35-2-S Tamanoumi--33-,,,,,28-7-Y Yoshibayama--51-,,,,,,,,,12-2-K Tomoegata--99-Tomozuna,,,37-2-K Kotonishiki--72-,,,,,,,42-6-Y Maedayama--84-,,,45-6-Y Haguroyama--94-,66-11-Y Futabayama--97-,,
1966.09,771-76----,,,,69-10-M1 Dewanohana--9-,,,,,,,29-3-M1 Kashiwado--25-,62-6-Y Tochinishiki--31-,36-2-S Tamanoumi--33-,,,,,28-7-Y Yoshibayama--51-,,,,,,,,,12-2-K Tomoegata--99-Tomozuna,,,36-2-K Kotonishiki--72-,,,,,,,43-6-Y Maedayama--84-,,,44-6-Y Haguroyama--94-,66-10-Y Futabayama--97-,,
1966.11,744-76----,,,,70-10-M1 Dewanohana--9-,,,,,,,29-3-M1 Kashiwado--25-,58-6-Y Tochinishiki--31-,36-2-S Tamanoumi--33-,,,,,30-7-Y Yoshibayama--51-,,,,,,,,,11-2-K Tomoegata--99-Tomozuna,,,38-2-K Kotonishiki--72-,,,,,,,42-6-Y Maedayama--84-,,,44-6-Y Haguroyama--94-,65-9-Y Futabayama--97-,,
1967.01,746-76----,,,,71-11-M1 Dewanohana--9-,,,,,,,29-3-M1 Kashiwado--25-,57-5-Y Tochinishiki--31-,36-2-S Tamanoumi--33-,,,,,29-7-Y Yoshibayama--51-,,,,,,,,,11-1-K Tomoegata--99-Tomozuna,,,39-2-K Kotonishiki--72-,,,,,,,42-6-Y Maedayama--84-,,,44-6-Y Haguroyama--94-,62-9-Y Futabayama--97-,,
1967.03,741-76----,,,,53-8-M1 Dewanohana--9-,,,,,,,28-3-M1 Kashiwado--25-,56-5-Y Tochinishiki--31-,38-2-S Tamanoumi--33-,,13-3-Y Chiyonoyama-HB-40-,,,28-7-Y Yoshibayama--51-,,,,,,,,,10-1-K Tomoegata--99-Tomozuna,,,38-2-K Kotonishiki--72-,,,,,,,40-7-Y Maedayama--84-,,,43-6-Y Haguroyama--94-,62-9-Y Futabayama--97-,,
1967.05,753-60----,,,,56-6-M1 Dewanohana--9-,,,,,,,26-3-M1 Kashiwado--25-,58-4-Y Tochinishiki--31-,39-2-S Tamanoumi--33-,,14-3-Y Chiyonoyama--40-,,,28-5-Y Yoshibayama--51-,,,,,,,,,9-0-K Tomoegata--99-Tomozuna,,,38-2-K Kotonishiki--72-,,,,,,,40-5-Y Maedayama--84-,,,41-6-Y Haguroyama--94-,62-5-Y Futabayama--97-,,
1967.07,711-60----,,,,52-6-M1 Dewanohana--9-,,,,,,,25-3-M1 Kashiwado--25-,57-4-Y Tochinishiki--31-,33-1-S Tamanoumi--33-,,14-3-Y Chiyonoyama--40-,,,28-5-Y Yoshibayama--51-,,,,,,,,,8-0-K Tomoegata--99-Tomozuna,,,34-2-K Kotonishiki--72-,,,,,,,39-5-Y Maedayama--84-,,,40-6-Y Haguroyama--94-,61-6-Y Futabayama--97-,,
1967.09,702-60----,,,,52-6-M1 Dewanohana--9-,,,,,,,26-3-M1 Kashiwado--25-,57-4-Y Tochinishiki--31-,33-1-S Tamanoumi--33-,,15-3-Y Chiyonoyama--40-,,,28-5-Y Yoshibayama--51-,,,,,,,,,8-0-K Tomoegata--99-Tomozuna,,,35-2-K Kotonishiki--72-,,,,,,,38-5-Y Maedayama--84-,,,40-6-Y Haguroyama--94-,60-6-Y Futabayama--97-,,
1967.11,687-60----,,,,51-6-M1 Dewanohana--9-,,,,,,,26-2-M1 Kashiwado--25-,54-5-Y Tochinishiki--31-,35-1-S Tamanoumi--33-,,16-2-Y Chiyonoyama--40-,,,26-4-Y Yoshibayama--51-,,,,,,,,,8-0-K Tomoegata--99-Tomozuna,,,36-3-K Kotonishiki--72-,,,,,,,35-5-Y Maedayama--84-,,,38-6-Y Haguroyama--94-,59-6-Y Futabayama--97-,,
1968.01,693-60----,,,,55-6-M1 Dewanohana--9-,,,,,,,25-2-M1 Kashiwado--25-,56-5-Y Tochinishiki--31-,34-1-S Tamanoumi--33-,,15-2-Y Chiyonoyama--40-,,,26-5-Y Yoshibayama--51-,,,,,,,,,8-0-K Tomoegata--99-Tomozuna,,,37-3-K Kotonishiki--72-,,,,,,,35-6-Y Maedayama--84-,,,39-6-Y Haguroyama--94-,59-5-Y Futabayama--97-,,
1968.03,663-60----,,,,54-6-Y Sadanoyama-HT-9-,,,,,,,22-2-M1 Kashiwado--25-,51-5-Y Tochinishiki--31-,32-1-S Tamanoumi--33-,,15-2-Y Chiyonoyama--40-,,,26-5-Y Yoshibayama--51-,,,,,,,,,7-0-K Tomoegata--99-Tomozuna,,,33-2-K Kotonishiki--72-,,,,,,,33-7-Y Maedayama--84-,,,37-5-Y Haguroyama--94-,51-4-Y Futabayama--97-,,
1968.05,664-60----,,,,58-4-Y Sadanoyama--9-,,,,,,,22-2-M1 Kashiwado--25-,51-5-Y Tochinishiki--31-,33-1-S Tamanoumi--33-,,17-2-Y Chiyonoyama--40-,,,28-5-Y Yoshibayama--51-,,,,,,,,,7-0-K Tomoegata--99-Tomozuna,,,32-3-K Kotonishiki--72-,,,,,,,34-7-Y Maedayama--84-,,,36-6-Y Haguroyama--94-,50-3-Y Futabayama--97-,,
1968.07,643-60----,,,,57-4-Y Sadanoyama--9-,,,,,,,21-2-M1 Kashiwado--25-,51-5-Y Tochinishiki--31-,33-1-S Tamanoumi--33-,,17-2-Y Chiyonoyama--40-,,,27-6-Y Yoshibayama--51-,,,,,,,,,7-0-K Tomoegata--99-Tomozuna,,,30-3-K Kotonishiki--72-,,,,,,,34-7-Y Maedayama--84-,,,35-5-Y Haguroyama--94-,48-3-Y Futabayama--97-,,
1968.09,643-60----,,,,58-4-Y Sadanoyama--9-,,,,,,,20-2-M1 Kashiwado--25-,51-5-Y Tochinishiki--31-,33-1-S Tamanoumi--33-,,17-2-Y Chiyonoyama--40-,,,28-6-Y Yoshibayama--51-,,,,,,,,,8-0-K Tomoegata--99-Tomozuna,,,29-3-K Kotonishiki--72-,,,,,,,33-8-Y Maedayama--84-,,,34-5-Y Haguroyama--94-,48-3-Y Futabayama--97-,,
1968.11,615-60----,,,,53-4-Y Sadanoyama--9-,,,,,,,19-2-M1 Kashiwado--25-,51-5-Y Tochinishiki--31-,33-1-S Tamanoumi--33-,,16-2-Y Chiyonoyama--40-,,,29-6-Y Yoshibayama--51-,,,,,,,,,8-0-K Tomoegata--99-Tomozuna,,,30-3-K Kotonishiki--72-,,,,,,,30-7-Y Maedayama--84-,,,33-6-Y Haguroyama--94-,43-2-Y Futabayama--97-,,
1969.01,608-59----,,,,55-4-Y Sadanoyama--9-,,,,,,,18-2-M1 Kashiwado--25-,48-5-Y Tochinishiki--31-,31-1-S Tamanoumi--33-,,15-2-Y Chiyonoyama--40-,,,29-6-Y Yoshibayama--51-,,,,,,,,,8-0-K Tomoegata--99-Tomozuna,,,30-3-K Kotonishiki--72-,,,,,,,28-5-Y Maedayama--84-,,,33-6-Y Haguroyama--94-,40-2-Y Kagamisato-HT-97-,,
1969.03,586-60----,,,,52-5-Y Sadanoyama--9-,,,,,,,19-2-M1 Kashiwado--25-,47-5-Y Tochinishiki--31-,30-1-S Tamanoumi--33-,,14-2-Y Chiyonoyama--40-,,,27-3-Y Yoshibayama--51-,,,,,,,,,7-1-K Tomoegata--99-Tomozuna,,,28-3-K Kotonishiki--72-,,,,,,,28-6-Y Maedayama--84-,,,31-8-Y Haguroyama--94-,37-2-O Yutakayama-HT-97-,,
1969.05,620-60----,,,,55-5-Y Sadanoyama--9-,,,,,,,19-2-M1 Kashiwado--25-,47-5-Y Tochinishiki--31-,32-1-S Tamanoumi--33-,,18-2-Y Chiyonoyama--40-,,,30-4-Y Yoshibayama--51-,,,,,,,,,8-1-K Tomoegata--99-Tomozuna,,,28-3-K Kotonishiki--72-,,,,,,,32-5-Y Maedayama--84-,,,32-8-Y Haguroyama--94-,38-1-O Yutakayama--97-,,
1969.07,602-60----,,,,51-5-Y Sadanoyama--9-,,,,,,,18-2-M1 Kashiwado--25-,46-5-Y Tochinishiki--31-,32-1-S Tamanoumi--33-,,17-2-Y Chiyonoyama--40-,,,29-5-Y Yoshibayama--51-,,,,,,,,,7-1-K Tomoegata--99-Tomozuna,,,26-3-K Kotonishiki--72-,,,,,,,32-4-Y Maedayama--84-,,,31-7-Y Haguroyama--94-,39-1-O Yutakayama--97-,,
1969.09,598-60----,,,,49-4-Y Sadanoyama--9-,,,,,,,17-1-M1 Kashiwado--25-,47-5-Y Tochinishiki--31-,34-1-S Tamanoumi--33-,,17-2-Y Chiyonoyama--40-,,,31-4-Y Yoshibayama--51-,,,,,,,,,7-1-K Tomoegata--99-Tomozuna,,,27-3-K Kotonishiki--72-,,,,,,,30-5-Y Maedayama--84-,,,29-7-Y Haguroyama--94-,39-1-O Yutakayama--97-,,
1969.11,593-60----,,,,47-4-Y Sadanoyama--9-,,,,,,,20-1-M1 Kashiwado--25-,46-5-Y Tochinishiki--31-,34-1-S Tamanoumi--33-,,17-2-Y Chiyonoyama--40-,,,30-4-Y Yoshibayama--51-,,,,,,,,,7-1-K Tomoegata--99-Tomozuna,,,27-3-K Kotonishiki--72-,,,,,,,30-5-Y Maedayama--84-,,,29-6-S Annenyama-HT-94-,39-3-O Yutakayama--97-,,
1970.01,596-60----,,,,49-4-Y Sadanoyama--9-,,,,,,,21-2-M1 Kashiwado--25-,48-5-Y Tochinishiki--31-,33-1-S Tamanoumi--33-,,17-1-Y Chiyonoyama--40-,,,28-3-Y Yoshibayama--51-,,,,,,,,,6-1-K Tomoegata--99-Tomozuna,,,29-3-K Kotonishiki--72-,,,,,,,30-6-Y Maedayama--84-,,,26-4-S Annenyama--94-,41-3-O Yutakayama--97-,,
1970.03,586-60----,,,,47-3-Y Sadanoyama--9-,,,,,,,23-1-M1 Kashiwado--25-,44-6-Y Tochinishiki--31-,33-1-S Tamanoumi--33-,,17-1-Y Chiyonoyama--40-,,,29-3-Y Yoshibayama--51-,,,,,,,,,6-0-K Tomoegata--99-Tomozuna,,,24-3-K Kotonishiki--72-,,,,,,,32-7-Y Maedayama--84-,,,27-5-S Annenyama--94-,41-3-O Yutakayama--97-,,
1970.05,596-60----,,,,47-3-Y Sadanoyama--9-,,,,,,,24-1-M1 Kashiwado--25-,45-6-Y Tochinishiki--31-,30-1-S Tamanoumi--33-,,16-1-Y Chiyonoyama--40-,,,29-3-Y Yoshibayama--51-,,,,,,,,,6-0-K Tomoegata--99-Tomozuna,,,23-3-K Kotonishiki--72-,,,,,,,31-6-Y Maedayama--84-,,,28-5-S Annenyama--94-,44-3-O Yutakayama--97-,,
1970.07,572-60----,,,,47-3-Y Sadanoyama--9-,,,,,,,25-2-M1 Kashiwado--25-,40-5-Y Tochinishiki--31-,30-1-S Tamanoumi--33-,,16-2-Y Chiyonoyama--40-,,,28-3-Y Yoshibayama--51-,,,,,,,,,5-0-K Tomoegata--99-Tomozuna,,,19-3-K Kotonishiki--72-,,,,,,,30-6-Y Maedayama--84-,,,27-5-S Annenyama--94-,43-3-O Yutakayama--97-,,
1970.09,597-60----,,,,48-3-Y Sadanoyama--9-,,,,,,,26-2-M1 Kashiwado--25-,41-4-Y Tochinishiki--31-,30-1-S Tamanoumi--33-,,19-2-Y Chiyonoyama--40-,,,29-3-Y Yoshibayama--51-,,,,,,,,,6-0-K Tomoegata--99-Tomozuna,,,18-3-K Kotonishiki--72-,,,,,,,33-5-Y Maedayama--84-,,,26-6-S Annenyama--94-,44-5-O Yutakayama--97-,,
1970.11,582-60----,,,,50-3-Y Sadanoyama--9-,,,,,,,15-2-M1 Kashiwado--25-,39-6-Y Tochinishiki--31-,30-1-S Tamanoumi--33-,,19-2-Y Chiyonoyama--40-,,,27-2-Y Yoshibayama--51-,,,,,,,,,6-0-K Tomoegata--99-Tomozuna,,,18-3-K Kotonishiki--72-,,,,,,,32-5-Y Maedayama--84-,,,25-5-S Annenyama--94-,43-6-O Yutakayama--97-,,
1971.01,591-60----,,,,53-3-Y Sadanoyama--9-,,,,,,,15-2-M1 Kashiwado--25-,39-6-Y Tochinishiki--31-,32-1-S Tamanoumi--33-,,19-2-Y Chiyonoyama--40-,,,29-2-Y Yoshibayama--51-,,,,,,,,,6-0-K Tomoegata--99-Tomozuna,,,19-3-K Kotonishiki--72-,,,,,,,29-5-Y Maedayama--84-,,,24-4-S Annenyama--94-,45-6-O Yutakayama--97-,,
1971.03,586-60----,,,,52-3-Y Sadanoyama--9-,,,,,,,14-2-M1 Kashiwado--25-,38-6-Y Tochinishiki--31-,32-1-S Tamanoumi--33-,,19-2-Y Chiyonoyama--40-,,,29-2-Y Yoshibayama--51-,,,,,,,,,6-0-K Tomoegata--99-Tomozuna,,,19-2-K Kotonishiki--72-,,,,,,,24-5-Y Maedayama--84-,,,25-4-S Annenyama--94-,44-6-O Yutakayama--97-,,
1971.05,589-60----,,,,50-3-Y Sadanoyama--9-,,,,,,,14-2-M1 Kashiwado--25-,39-7-Y Tochinishiki--31-,30-1-S Tamanoumi--33-,,19-2-Y Chiyonoyama--40-,,,29-2-Y Yoshibayama--51-,,,,,,,,,5-0-K Tomoegata--99-Tomozuna,,,20-2-K Kotonishiki--72-,,,,,,,26-4-Y Maedayama--84-,,,24-4-S Annenyama--94-,47-5-O Yutakayama--97-,,
1971.07,600-60----,,,,50-3-Y Sadanoyama--9-,,,,,,,15-2-M1 Kashiwado--25-,40-6-Y Tochinishiki--31-,30-1-S Tamanoumi--33-,,18-2-Y Chiyonoyama--40-,,,29-2-Y Yoshibayama--51-,,,,,,,,,6-0-K Tomoegata--99-Tomozuna,,,23-2-K Kotonishiki--72-,,,,,,,27-5-Y Maedayama--84-,,,25-4-S Annenyama--94-,46-5-O Yutakayama--97-,,
1971.09,612-60----,,,,50-3-Y Sadanoyama--9-,,,,,,,15-2-M1 Kashiwado--25-,43-6-Y Tochinishiki--31-,31-2-S Tamanoumi--33-,,19-2-Y Chiyonoyama--40-,,,31-2-Y Yoshibayama--51-,,,,,,,,,6-0-K Tomoegata--99-Tomozuna,,,22-2-K Kotonishiki--72-,,,,,,,27-4-Y Asashio-HT-84-,,,25-5-S Annenyama--94-,45-5-O Yutakayama--97-,,
1971.11,610-60----,,,,51-3-Y Sadanoyama--9-,,,,,,,14-2-M1 Kashiwado--25-,42-6-Y Tochinishiki--31-,31-1-S Tamanoumi--33-,,19-2-Y Chiyonoyama--40-,,,34-3-Y Yoshibayama--51-,,,,,,,,,6-0-K Tomoegata--99-Tomozuna,,,21-2-K Kotonishiki--72-,,,,,,,25-5-Y Asashio--84-,,,26-5-S Annenyama--94-,43-4-O Yutakayama--97-,,
1972.01,611-61----,,,,52-3-Y Sadanoyama--9-,,,,,,,14-2-M1 Kashiwado--25-,42-6-Y Tochinishiki--31-,33-1-S Tamanoumi--33-,,19-2-Y Chiyonoyama--40-,,,29-3-Y Yoshibayama--51-,,,,,,,,,6-0-K Tomoegata--99-Tomozuna,,25-0-Y Taiho-HB-106-Taiho,22-2-K Kotonishiki--72-,,,,,,,25-5-Y Asashio--84-,,,26-5-S Annenyama--94-,43-5-O Yutakayama--97-,,
1972.03,613-62----,,,,52-3-Y Sadanoyama--9-,,,,,,,12-3-M1 Kashiwado--25-,41-5-Y Tochinishiki--31-,33-0-S Tamanoumi--33-,,19-2-Y Chiyonoyama--40-,,,31-3-Y Yoshibayama--51-,,,,,,,,,6-0-K Tomoegata--99-Tomozuna,,27-0-Y Taiho--106-Taiho,22-2-K Kotonishiki--72-,,,,,,,25-5-Y Asashio--84-,,,25-5-S Annenyama--94-,41-5-O Yutakayama--97-,,
1972.05,627-60----,,,,55-4-Y Sadanoyama--9-,,,,,,,12-2-M1 Kashiwado--25-,43-5-Y Tochinishiki--31-,32-1-S Tamanoumi--33-,,21-2-Y Chiyonoyama--40-,,,33-2-Y Yoshibayama--51-,,,,,,,,,6-0-K Tomoegata--99-Tomozuna,,31-0-Y Taiho--106-Taiho,22-2-K Kotonishiki--72-,,,,,,,25-5-Y Asashio--84-,,,23-4-S Annenyama--94-,41-5-O Yutakayama--97-,,
1972.07,594-61----,,,,50-4-Y Sadanoyama--9-,,,,,,,11-2-M1 Kashiwado--25-,42-6-Y Tochinishiki--31-,32-1-S Tamanoumi--33-,,21-2-Y Chiyonoyama--40-,,,29-2-Y Yoshibayama--51-,,,,,,,,,4-0-K Tomoegata--99-Tomozuna,,31-0-Y Taiho--106-Taiho,22-2-K Kotonishiki--72-,,,,,,,25-5-Y Asashio--84-,,,22-4-S Annenyama--94-,37-5-O Yutakayama--97-,,
1972.09,589-62----,,,,48-5-Y Sadanoyama--9-,,,,,,,11-2-M1 Kashiwado--25-,42-5-Y Tochinishiki--31-,30-1-S Tamanoumi--33-,,19-2-Y Chiyonoyama--40-,,,29-2-Y Yoshibayama--51-,,,,,,,,,4-0-K Tomoegata--99-Tomozuna,,31-0-Y Taiho--106-Taiho,22-2-K Kotonishiki--72-,,,,,,,27-5-Y Asashio--84-,,,22-4-S Annenyama--94-,37-6-O Yutakayama--97-,,
1972.11,577-62----,,,,45-5-Y Sadanoyama--9-,,,,,,,10-2-M1 Kashiwado--25-,40-5-Y Tochinishiki--31-,30-0-S Tamanoumi--33-,,19-2-Y Chiyonoyama--40-,,,29-1-Y Yoshibayama--51-,,,,,,,,,4-0-K Tomoegata--99-Tomozuna,,33-0-Y Taiho--106-Taiho,21-3-K Kotonishiki--72-,,,,,,,27-5-Y Asashio--84-,,,22-4-S Annenyama--94-,38-6-O Yutakayama--97-,,
1973.01,566-61----,,,,44-5-Y Sadanoyama--9-,,,,,,,9-0-M1 Kashiwado--25-,41-5-Y Tochinishiki--31-,26-0-S Tamanoumi--33-,,19-2-Y Chiyonoyama--40-,,,29-1-Y Yoshibayama--51-,,,,,,,,,4-0-K Tomoegata--99-Tomozuna,,32-0-Y Taiho--106-Taiho,21-3-K Kotonishiki--72-,,,,,,,27-5-Y Asashio--84-,,,23-5-S Annenyama--94-,38-5-O Yutakayama--97-,,
1973.03,616-62----,,,,45-5-Y Sadanoyama--9-,,,,,,,10-0-M1 Kashiwado--25-,46-6-Y Tochinishiki--31-,27-0-S Tamanoumi--33-,,20-3-Y Chiyonoyama--40-,,,29-1-Y Yoshibayama--51-,,,,,,,,,4-0-K Tomoegata--99-Tomozuna,,34-0-Y Taiho--106-Taiho,22-3-K Kotonishiki--72-,,,,,,,28-4-Y Asashio--84-,,,26-5-S Annenyama--94-,44-6-O Yutakayama--97-,,
1973.05,608-62----,,,,44-6-Y Sadanoyama--9-,,,,,,,9-0-M1 Kashiwado--25-,42-6-Y Tochinishiki--31-,27-1-S Tamanoumi--33-,,22-3-Y Chiyonoyama--40-,,,29-1-Y Yoshibayama--51-,,,,,,,,,4-0-K Tomoegata--99-Tomozuna,,34-0-Y Taiho--106-Taiho,21-3-K Kotonishiki--72-,,,,,,,27-4-Y Asashio--84-,,,26-5-S Annenyama--94-,43-6-O Yutakayama--97-,,
1973.07,596-63----,,,,44-6-Y Sadanoyama--9-,,,,,,,9-0-M1 Kashiwado--25-,41-7-Y Tochinishiki--31-,26-0-S Tamanoumi--33-,,22-3-Y Chiyonoyama--40-,,,29-1-Y Yoshibayama--51-,,,,,,,,,4-0-K Tomoegata--99-Tomozuna,,35-0-Y Taiho--106-Taiho,21-3-K Kotonishiki--72-,,,,,,,27-4-Y Asashio--84-,,,26-5-S Annenyama--94-,44-5-O Yutakayama--97-,,
1973.09,594-62----,,,,46-5-Y Sadanoyama--9-,,,,,,,9-0-M1 Kashiwado--25-,39-6-Y Tochinishiki--31-,25-0-S Tamanoumi--33-,,23-3-Y Chiyonoyama--40-,,,26-1-Y Yoshibayama--51-,,,,,,,,,4-1-K Tomoegata--99-Tomozuna,,36-0-Y Taiho--106-Taiho,21-3-K Kotonishiki--72-,,,,,,,27-4-Y Asashio--84-,,,26-5-S Annenyama--94-,47-5-O Yutakayama--97-,,
1973.11,581-62----,,,,45-5-Y Sadanoyama--9-,,,,,,,8-0-M1 Kashiwado--25-,40-5-Y Tochinishiki--31-,24-2-S Tamanoumi--33-,,23-4-Y Chiyonoyama--40-,,,26-1-Y Yoshibayama--51-,,,,,,,,,4-1-K Tomoegata--99-Tomozuna,,35-0-Y Taiho--106-Taiho,20-4-K Kotonishiki--72-,,,,,,,27-4-Y Asashio--84-,,,26-3-S Annenyama--94-,48-5-O Yutakayama--97-,,
1974.01,582-62----,,,,47-5-Y Sadanoyama--9-,,,,,,,8-0-M1 Kashiwado--25-,40-3-Y Tochinishiki--31-,22-2-S Tamanoumi--33-,,23-4-Y Chiyonoyama--40-,,,26-1-Y Yoshibayama--51-,,,,,,,,,4-1-K Tomoegata--99-Tomozuna,,35-0-Y Taiho--106-Taiho,19-4-K Kotonishiki--72-,,,,,,,27-4-Y Asashio--84-,,,27-4-S Annenyama--94-,49-5-O Yutakayama--97-,,
1974.03,624-62----,,,,52-5-Y Sadanoyama--9-,,,,,,,8-0-M1 Kashiwado--25-,43-4-Y Tochinishiki--31-,22-2-S Tamanoumi--33-,,25-4-Y Chiyonoyama--40-,,,27-1-Y Yoshibayama--51-,,,,,,,,,4-1-K Tomoegata--99-Tomozuna,,41-0-Y Taiho--106-Taiho,20-4-K Kotonishiki--72-,,,,,,,28-4-Y Asashio--84-,,,28-4-S Annenyama--94-,51-4-O Yutakayama--97-,,
1974.05,635-62----,,,,53-5-Y Sadanoyama--9-,,,,,,,8-1-M1 Kashiwado--25-,43-5-Y Tochinishiki--31-,23-2-S Tamanoumi--33-,,25-3-Y Chiyonoyama--40-,11-0-M4 Hoshikabuto-HB-46-,,30-1-Y Yoshibayama--51-,,,,,,,,,4-1-K Tomoegata--99-Tomozuna,,40-0-Y Taiho--106-Taiho,20-3-K Kotonishiki--72-,,,,,,8-0-O Maenoyama-HB-83-,28-3-Y Asashio--84-,,,29-3-S Annenyama--94-,51-4-O Yutakayama--97-,,
1974.07,620-62----,,,,53-5-Y Sadanoyama--9-,,,,,,,8-0-M1 Kashiwado--25-,38-4-Y Tochinishiki--31-,23-2-S Tamanoumi--33-,,23-3-Y Chiyonoyama--40-,11-0-M4 Hoshikabuto--46-,,30-1-Y Yoshibayama--51-,,,,,,,,,4-1-K Tomoegata--99-Tomozuna,,40-0-Y Taiho--106-Taiho,19-3-Y Kotozakura-HT-72-,,,,,,8-0-O Maenoyama--83-,28-3-Y Asashio--84-,,,28-3-S Annenyama--94-,48-4-O Yutakayama--97-,,
1974.09,623-62----,,,,53-5-Y Sadanoyama--9-,,,,,,,8-0-M1 Kashiwado--25-,38-5-Y Tochinishiki--31-,23-2-S Tamanoumi--33-,,10-2-Y Chiyonoyama--40-,12-0-M4 Hoshikabuto--46-,,27-1-Y Yoshibayama--51-,,,,,,,,,4-1-K Tomoegata--99-Tomozuna,,41-0-Y Taiho--106-Taiho,23-2-Y Kotozakura--72-,,,,,,9-0-O Maenoyama--83-,27-3-Y Asashio--84-,,,28-4-S Annenyama--94-,48-5-O Yutakayama--97-,,
1974.11,606-62----,,,,47-5-Y Sadanoyama--9-,,,,,,,7-0-M1 Kashiwado--25-,38-3-Y Tochinishiki--31-,22-2-S Tamanoumi--33-,,10-3-Y Chiyonoyama--40-,12-0-M4 Hoshikabuto--46-,,26-1-Y Yoshibayama--51-,,,,,,,,,4-1-K Tomoegata--99-Tomozuna,,41-0-Y Taiho--106-Taiho,25-2-Y Kotozakura--72-,,,,,,9-0-O Maenoyama--83-,27-3-Y Asashio--84-,,,27-3-S Annenyama--94-,48-5-O Yutakayama--97-,,
1975.01,611-62----,,,,47-5-Y Sadanoyama--9-,,,,,,,7-0-M1 Kashiwado--25-,43-6-Y Tochinishiki--31-,22-2-S Tamanoumi--33-,,10-3-Y Chiyonoyama--40-,11-0-M4 Hoshikabuto--46-,,26-1-Y Yoshibayama--51-,,,,,,,,,4-1-K Tomoegata--99-Tomozuna,,41-0-Y Taiho--106-Taiho,28-2-Y Kotozakura--72-,,,,,,10-0-O Maenoyama--83-,27-3-Y Asashio--84-,,,27-4-S Annenyama--94-,46-4-O Yutakayama--97-,,
